Trial ID: 1
Subsample Size: 1000
========================================

=== DIGIT 0 ANALYSIS ===
--- Digit 0: B0 (Components) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
13,1,1,1,1,1,1,1,1,1,1,1,1,1
14,1,1,1,1,1,1,1,1,1,1,1,1,1
15,1,1,1,1,1,1,1,1,1,1,1,1,1

--- Digit 2: B1 (Holes) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,376,250,137,37,2,0,0,0,0,0,0,0,0
4,759,273,2,0,0,0,0,0,0,0,0,0,0
5,976,56,0,0,0,0,0,0,0,0,0,0,0
6,1096,3,0,0,0,0,0,0,0,0,0,0,0
7,1088,1,0,0,0,0,0,0,0,0,0,0,0
8,1048,1,0,0,0,0,0,0,0,0,0,0,0
9,947,1,0,0,0,0,0,0,0,0,0,0,0
10,779,0,0,0,0,0,0,0,0,0,0,0,0
11,641,0,0,0,0,0,0,0,0,0,0,0,0
12,486,0,0,0,0,0,0,0,0,0,0,0,0
13,379,0,0,0,0,0,0,0,0,0,0,0,0
14,295,0,0,0,0,0,0,0,0,0,0,0,0
15,228,0,0,0,0,0,0,0,0,0,0,0,0

########################################

=== DIGIT 3 ANALYSIS ===
--- Digit 3: B0 (Components) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,1,1,1,1,1,1,1,1,1,1,1,1,1
4,1,1,1,1,1,1,1,1,1,1,1,1,1
5,1,1,1,1,1,1,1,1,1,1,1,1,1
6,1,1,1,1,1,1,1,1,1,1,1,1,1
7,1,1,1,1,1,1,1,1,1,1,1,1,1
8,1,1,1,1,1,1,1,1,1,1,1,1,1
9,1,1,1,1,1,1,1,1,1,1,1,1,1
10,1,1,1,1,1,1,1,1,1,1,1,1,1
11,1,1,1,1,1,1,1,1,1,1,1,1,1
12,1,1,1,1,1,1,1,1,1,1,1,1,1
13,1,1,1,1,1,1,1,1,1,1,1,1,1
14,1,1,1,1,1,1,1,1,1,1,1,1,1
15,1,1,1,1,1,1,1,1,1,1,1,1,1

--- Digit 3: B1 (Holes) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,370,241,125,24,4,0,0,0,0,0,0,0,0
4,742,252,6,0,0,0,0,0,0,0,0,0,0
5,1005,49,0,0,0,0,0,0,0,0,0,0,0
6,1120,6,0,0,0,0,0,0,0,0,0,0,0
7,1141,2,0,0,0,0,0,0,0,0,0,0,0
8,1067,0,0,0,0,0,0,0,0,0,0,0,0
9,934,0,0,0,0,0,0,0,0,0,0,0,0
10,755,0,0,0,0,0,0,0,0,0,0,0,0
11,594,0,0,0,0,0,0,0,0,0,0,0,0
12,417,0,0,0,0,0,0,0,0,0,0,0,0
13,325,0,0,0,0,0,0,0,0,0,0,0,0
14,244,0,0,0,0,0,0,0,0,0,0,0,0
15,197,0,0,0,0,0,0,0,0,0,0,0,0

########################################

=== DIGIT 4 ANALYSIS ===
--- Digit 4: B0 (Components) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,2,2,2,2,2,2,2,2,2,2,2,2,2
4,1,1,1,1,1,1,1,1,1,1,1,1,1
5,1,1,1,1,1,1,1,1,1,1,1,1,1
6,1,1,1,1,1,1,1,1,1,1,1,1,1
7,1,1,1,1,1,1,1,1,1,1,1,1,1
8,1,1,1,1,1,1,1,1,1,1,1,1,1
9,1,1,1,1,1,1,1,1,1,1,1,1,1
10,1,1,1,1,1,1,1,1,1,1,1,1,1
11,1,1,1,1,1,1,1,1,1,1,1,1,1
12,1,1,1,1,1,1,1,1,1,1,1,1,1
13,1,1,1,1,1,1,1,1,1,1,1,1,1
14,1,1,1,1,1,1,1,1,1,1,1,1,1
15,1,1,1,1,1,1,1,1,1,1,1,1,1

--- Digit 4: B1 (Holes) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,345,217,123,36,11,1,0,0,0,0,0,0,0
4,683,220,8,0,0,0,0,0,0,0,0,0,0
5,912,44,0,0,0,0,0,0,0,0,0,0,0
6,985,4,0,0,0,0,0,0,0,0,0,0,0
7,961,1,0,0,0,0,0,0,0,0,0,0,0
8,845,0,0,0,0,0,0,0,0,0,0,0,0
9,723,0,0,0,0,0,0,0,0,0,0,0,0
10,587,0,0,0,0,0,0,0,0,0,0,0,0
11,441,0,0,0,0,0,0,0,0,0,0,0,0
12,333,1,0,0,0,0,0,0,0,0,0,0,0
13,230,0,0,0,0,0,0,0,0,0,0,0,0
14,166,0,0,0,0,0,0,0,0,0,0,0,0
15,131,0,0,0,0,0,0,0,0,0,0,0,0

########################################

=== DIGIT 5 ANALYSIS ===
--- Digit 5: B0 (Components) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,1,1,1,1,1,1,1,1,1,1,1,1,1
4,1,1,1,1,1,1,1,1,1,1,1,1,1
5,1,1,1,1,1,1,1,1,1,1,1,1,1
6,1,1,1,1,1,1,1,1,1,1,1,1,1
7,1,1,1,1,1,1,1,1,1,1,1,1,1
8,1,1,1,1,1,1,1,1,1,1,1,1,1
9,1,1,1,1,1,1,1,1,1,1,1,1,1
10,1,1,1,1,1,1,1,1,1,1,1,1,1
11,1,1,1,1,1,1,1,1,1,1,1,1,1
12,1,1,1,1,1,1,1,1,1,1,1,1,1
13,1,1,1,1,1,1,1,1,1,1,1,1,1
14,1,1,1,1,1,1,1,1,1,1,1,1,1
15,1,1,1,1,1,1,1,1,1,1,1,1,1

--- Digit 5: B1 (Holes) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,388,252,103,21,1,0,0,0,0,0,0,0,0
4,765,198,0,0,0,0,0,0,0,0,0,0,0
5,980,30,0,0,0,0,0,0,0,0,0,0,0
6,1037,2,0,0,0,0,0,0,0,0,0,0,0
7,1038,0,0,0,0,0,0,0,0,0,0,0,0
8,962,0,0,0,0,0,0,0,0,0,0,0,0
9,838,0,0,0,0,0,0,0,0,0,0,0,0
10,662,0,0,0,0,0,0,0,0,0,0,0,0
11,511,0,0,0,0,0,0,0,0,0,0,0,0
12,341,0,0,0,0,0,0,0,0,0,0,0,0
13,243,0,0,0,0,0,0,0,0,0,0,0,0
14,167,0,0,0,0,0,0,0,0,0,0,0,0
15,113,0,0,0,0,0,0,0,0,0,0,0,0

########################################

=== DIGIT 6 ANALYSIS ===
--- Digit 6: B0 (Components) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,3,3,3,3,3,3,3,3,3,3,3,3,3
4,1,1,1,1,1,1,1,1,1,1,1,1,1
5,1,1,1,1,1,1,1,1,1,1,1,1,1
6,1,1,1,1,1,1,1,1,1,1,1,1,1
7,1,1,1,1,1,1,1,1,1,1,1,1,1
8,1,1,1,1,1,1,1,1,1,1,1,1,1
9,1,1,1,1,1,1,1,1,1,1,1,1,1
10,1,1,1,1,1,1,1,1,1,1,1,1,1
11,1,1,1,1,1,1,1,1,1,1,1,1,1
12,1,1,1,1,1,1,1,1,1,1,1,1,1
13,1,1,1,1,1,1,1,1,1,1,1,1,1
14,1,1,1,1,1,1,1,1,1,1,1,1,1
15,1,1,1,1,1,1,1,1,1,1,1,1,1

--- Digit 6: B1 (Holes) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,349,227,107,30,5,0,0,0,0,0,0,0,0
4,692,214,1,0,0,0,0,0,0,0,0,0,0
5,859,47,0,0,0,0,0,0,0,0,0,0,0
6,913,8,0,0,0,0,0,0,0,0,0,0,0
7,923,1,0,0,0,0,0,0,0,0,0,0,0
8,831,0,0,0,0,0,0,0,0,0,0,0,0
9,716,0,0,0,0,0,0,0,0,0,0,0,0
10,582,0,0,0,0,0,0,0,0,0,0,0,0
11,413,0,0,0,0,0,0,0,0,0,0,0,0
12,287,0,0,0,0,0,0,0,0,0,0,0,0
13,192,0,0,0,0,0,0,0,0,0,0,0,0
14,141,0,0,0,0,0,0,0,0,0,0,0,0
15,115,0,0,0,0,0,0,0,0,0,0,0,0

########################################

=== DIGIT 7 ANALYSIS ===
--- Digit 7: B0 (Components) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,2,2,2,2,2,2,2,2,2,2,2,2,2
4,1,1,1,1,1,1,1,1,1,1,1,1,1
5,1,1,1,1,1,1,1,1,1,1,1,1,1
6,1,1,1,1,1,1,1,1,1,1,1,1,1
7,1,1,1,1,1,1,1,1,1,1,1,1,1
8,1,1,1,1,1,1,1,1,1,1,1,1,1
9,1,1,1,1,1,1,1,1,1,1,1,1,1
10,1,1,1,1,1,1,1,1,1,1,1,1,1
11,1,1,1,1,1,1,1,1,1,1,1,1,1
12,1,1,1,1,1,1,1,1,1,1,1,1,1
13,1,1,1,1,1,1,1,1,1,1,1,1,1
14,1,1,1,1,1,1,1,1,1,1,1,1,1
15,1,1,1,1,1,1,1,1,1,1,1,1,1

--- Digit 7: B1 (Holes) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,338,219,117,32,5,1,0,0,0,0,0,0,0
4,667,205,3,0,0,0,0,0,0,0,0,0,0
5,833,44,0,0,0,0,0,0,0,0,0,0,0
6,873,7,0,0,0,0,0,0,0,0,0,0,0
7,847,0,0,0,0,0,0,0,0,0,0,0,0
8,735,0,0,0,0,0,0,0,0,0,0,0,0
9,594,0,0,0,0,0,0,0,0,0,0,0,0
10,445,0,0,0,0,0,0,0,0,0,0,0,0
11,316,0,0,0,0,0,0,0,0,0,0,0,0
12,218,0,0,0,0,0,0,0,0,0,0,0,0
13,144,0,0,0,0,0,0,0,0,0,0,0,0
14,113,0,0,0,0,0,0,0,0,0,0,0,0
15,94,0,0,0,0,0,0,0,0,0,0,0,0

########################################

=== DIGIT 8 ANALYSIS ===
--- Digit 8: B0 (Components) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,1,1,1,1,1,1,1,1,1,1,1,1,1
4,1,1,1,1,1,1,1,1,1,1,1,1,1
5,1,1,1,1,1,1,1,1,1,1,1,1,1
6,1,1,1,1,1,1,1,1,1,1,1,1,1
7,1,1,1,1,1,1,1,1,1,1,1,1,1
8,1,1,1,1,1,1,1,1,1,1,1,1,1
9,1,1,1,1,1,1,1,1,1,1,1,1,1
10,1,1,1,1,1,1,1,1,1,1,1,1,1
11,1,1,1,1,1,1,1,1,1,1,1,1,1
12,1,1,1,1,1,1,1,1,1,1,1,1,1
13,1,1,1,1,1,1,1,1,1,1,1,1,1
14,1,1,1,1,1,1,1,1,1,1,1,1,1
15,1,1,1,1,1,1,1,1,1,1,1,1,1

--- Digit 8: B1 (Holes) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,426,297,129,18,4,1,0,0,0,0,0,0,0
4,843,249,1,0,0,0,0,0,0,0,0,0,0
5,1092,42,0,0,0,0,0,0,0,0,0,0,0
6,1254,5,0,0,0,0,0,0,0,0,0,0,0
7,1285,2,0,0,0,0,0,0,0,0,0,0,0
8,1216,0,0,0,0,0,0,0,0,0,0,0,0
9,1099,0,0,0,0,0,0,0,0,0,0,0,0
10,933,0,0,0,0,0,0,0,0,0,0,0,0
11,770,0,0,0,0,0,0,0,0,0,0,0,0
12,570,0,0,0,0,0,0,0,0,0,0,0,0
13,428,0,0,0,0,0,0,0,0,0,0,0,0
14,338,0,0,0,0,0,0,0,0,0,0,0,0
15,253,0,0,0,0,0,0,0,0,0,0,0,0

########################################

=== DIGIT 9 ANALYSIS ===
--- Digit 9: B0 (Components) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,1,1,1,1,1,1,1,1,1,1,1,1,1
4,1,1,1,1,1,1,1,1,1,1,1,1,1
5,1,1,1,1,1,1,1,1,1,1,1,1,1
6,1,1,1,1,1,1,1,1,1,1,1,1,1
7,1,1,1,1,1,1,1,1,1,1,1,1,1
8,1,1,1,1,1,1,1,1,1,1,1,1,1
9,1,1,1,1,1,1,1,1,1,1,1,1,1
10,1,1,1,1,1,1,1,1,1,1,1,1,1
11,1,1,1,1,1,1,1,1,1,1,1,1,1
12,1,1,1,1,1,1,1,1,1,1,1,1,1
13,1,1,1,1,1,1,1,1,1,1,1,1,1
14,1,1,1,1,1,1,1,1,1,1,1,1,1
15,1,1,1,1,1,1,1,1,1,1,1,1,1

--- Digit 9: B1 (Holes) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,371,259,117,15,1,0,0,0,0,0,0,0,0
4,726,208,4,0,0,0,0,0,0,0,0,0,0
5,921,39,0,0,0,0,0,0,0,0,0,0,0
6,992,4,0,0,0,0,0,0,0,0,0,0,0
7,946,2,0,0,0,0,0,0,0,0,0,0,0
8,844,1,0,0,0,0,0,0,0,0,0,0,0
9,711,0,0,0,0,0,0,0,0,0,0,0,0
10,544,0,0,0,0,0,0,0,0,0,0,0,0
11,377,0,0,0,0,0,0,0,0,0,0,0,0
12,254,0,0,0,0,0,0,0,0,0,0,0,0
13,194,0,0,0,0,0,0,0,0,0,0,0,0
14,146,0,0,0,0,0,0,0,0,0,0,0,0
15,110,0,0,0,0,0,0,0,0,0,0,0,0

########################################

