Trial ID: 14
Subsample Size: 1000
========================================

=== DIGIT 0 ANALYSIS ===
--- Digit 0: B0 (Components) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
13,1,1,1,1,1,1,1,1,1,1,1,1,1
14,1,1,1,1,1,1,1,1,1,1,1,1,1
15,1,1,1,1,1,1,1,1,1,1,1,1,1

--- Digit 2: B1 (Holes) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,328,239,139,39,4,1,0,0,0,0,0,0,0
4,717,270,4,1,0,0,0,0,0,0,0,0,0
5,965,63,1,0,0,0,0,0,0,0,0,0,0
6,1056,7,0,0,0,0,0,0,0,0,0,0,0
7,1109,3,0,0,0,0,0,0,0,0,0,0,0
8,1022,1,0,0,0,0,0,0,0,0,0,0,0
9,913,0,0,0,0,0,0,0,0,0,0,0,0
10,757,0,0,0,0,0,0,0,0,0,0,0,0
11,608,0,0,0,0,0,0,0,0,0,0,0,0
12,487,0,0,0,0,0,0,0,0,0,0,0,0
13,377,0,0,0,0,0,0,0,0,0,0,0,0
14,281,0,0,0,0,0,0,0,0,0,0,0,0
15,240,0,0,0,0,0,0,0,0,0,0,0,0

########################################

=== DIGIT 3 ANALYSIS ===
--- Digit 3: B0 (Components) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,2,2,2,2,2,2,2,2,2,2,2,2,2
4,1,1,1,1,1,1,1,1,1,1,1,1,1
5,1,1,1,1,1,1,1,1,1,1,1,1,1
6,1,1,1,1,1,1,1,1,1,1,1,1,1
7,1,1,1,1,1,1,1,1,1,1,1,1,1
8,1,1,1,1,1,1,1,1,1,1,1,1,1
9,1,1,1,1,1,1,1,1,1,1,1,1,1
10,1,1,1,1,1,1,1,1,1,1,1,1,1
11,1,1,1,1,1,1,1,1,1,1,1,1,1
12,1,1,1,1,1,1,1,1,1,1,1,1,1
13,1,1,1,1,1,1,1,1,1,1,1,1,1
14,1,1,1,1,1,1,1,1,1,1,1,1,1
15,1,1,1,1,1,1,1,1,1,1,1,1,1

--- Digit 3: B1 (Holes) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,414,281,114,15,0,0,0,0,0,0,0,0,0
4,800,228,1,0,0,0,0,0,0,0,0,0,0
5,1034,42,0,0,0,0,0,0,0,0,0,0,0
6,1140,5,0,0,0,0,0,0,0,0,0,0,0
7,1154,1,0,0,0,0,0,0,0,0,0,0,0
8,1064,1,0,0,0,0,0,0,0,0,0,0,0
9,898,0,0,0,0,0,0,0,0,0,0,0,0
10,758,0,0,0,0,0,0,0,0,0,0,0,0
11,605,0,0,0,0,0,0,0,0,0,0,0,0
12,476,0,0,0,0,0,0,0,0,0,0,0,0
13,335,0,0,0,0,0,0,0,0,0,0,0,0
14,254,0,0,0,0,0,0,0,0,0,0,0,0
15,197,0,0,0,0,0,0,0,0,0,0,0,0

########################################

=== DIGIT 4 ANALYSIS ===
--- Digit 4: B0 (Components) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,1,1,1,1,1,1,1,1,1,1,1,1,1
4,1,1,1,1,1,1,1,1,1,1,1,1,1
5,1,1,1,1,1,1,1,1,1,1,1,1,1
6,1,1,1,1,1,1,1,1,1,1,1,1,1
7,1,1,1,1,1,1,1,1,1,1,1,1,1
8,1,1,1,1,1,1,1,1,1,1,1,1,1
9,1,1,1,1,1,1,1,1,1,1,1,1,1
10,1,1,1,1,1,1,1,1,1,1,1,1,1
11,1,1,1,1,1,1,1,1,1,1,1,1,1
12,1,1,1,1,1,1,1,1,1,1,1,1,1
13,1,1,1,1,1,1,1,1,1,1,1,1,1
14,1,1,1,1,1,1,1,1,1,1,1,1,1
15,1,1,1,1,1,1,1,1,1,1,1,1,1

--- Digit 4: B1 (Holes) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,366,229,119,20,1,0,0,0,0,0,0,0,0
4,710,203,7,1,0,0,0,0,0,0,0,0,0
5,896,41,0,0,0,0,0,0,0,0,0,0,0
6,946,12,0,0,0,0,0,0,0,0,0,0,0
7,924,5,0,0,0,0,0,0,0,0,0,0,0
8,813,1,0,0,0,0,0,0,0,0,0,0,0
9,681,2,0,0,0,0,0,0,0,0,0,0,0
10,560,2,0,0,0,0,0,0,0,0,0,0,0
11,439,2,0,0,0,0,0,0,0,0,0,0,0
12,323,0,0,0,0,0,0,0,0,0,0,0,0
13,271,0,0,0,0,0,0,0,0,0,0,0,0
14,212,0,0,0,0,0,0,0,0,0,0,0,0
15,172,0,0,0,0,0,0,0,0,0,0,0,0

########################################

=== DIGIT 5 ANALYSIS ===
--- Digit 5: B0 (Components) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,1,1,1,1,1,1,1,1,1,1,1,1,1
4,1,1,1,1,1,1,1,1,1,1,1,1,1
5,1,1,1,1,1,1,1,1,1,1,1,1,1
6,1,1,1,1,1,1,1,1,1,1,1,1,1
7,1,1,1,1,1,1,1,1,1,1,1,1,1
8,1,1,1,1,1,1,1,1,1,1,1,1,1
9,1,1,1,1,1,1,1,1,1,1,1,1,1
10,1,1,1,1,1,1,1,1,1,1,1,1,1
11,1,1,1,1,1,1,1,1,1,1,1,1,1
12,1,1,1,1,1,1,1,1,1,1,1,1,1
13,1,1,1,1,1,1,1,1,1,1,1,1,1
14,1,1,1,1,1,1,1,1,1,1,1,1,1
15,1,1,1,1,1,1,1,1,1,1,1,1,1

--- Digit 5: B1 (Holes) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,378,246,127,19,1,0,0,0,0,0,0,0,0
4,770,195,3,0,0,0,0,0,0,0,0,0,0
5,944,46,1,0,0,0,0,0,0,0,0,0,0
6,1009,7,0,0,0,0,0,0,0,0,0,0,0
7,985,5,0,0,0,0,0,0,0,0,0,0,0
8,916,2,0,0,0,0,0,0,0,0,0,0,0
9,797,1,0,0,0,0,0,0,0,0,0,0,0
10,604,0,0,0,0,0,0,0,0,0,0,0,0
11,473,0,0,0,0,0,0,0,0,0,0,0,0
12,356,0,0,0,0,0,0,0,0,0,0,0,0
13,277,0,0,0,0,0,0,0,0,0,0,0,0
14,215,0,0,0,0,0,0,0,0,0,0,0,0
15,173,0,0,0,0,0,0,0,0,0,0,0,0

########################################

=== DIGIT 6 ANALYSIS ===
--- Digit 6: B0 (Components) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,1,1,1,1,1,1,1,1,1,1,1,1,1
4,1,1,1,1,1,1,1,1,1,1,1,1,1
5,1,1,1,1,1,1,1,1,1,1,1,1,1
6,1,1,1,1,1,1,1,1,1,1,1,1,1
7,1,1,1,1,1,1,1,1,1,1,1,1,1
8,1,1,1,1,1,1,1,1,1,1,1,1,1
9,1,1,1,1,1,1,1,1,1,1,1,1,1
10,1,1,1,1,1,1,1,1,1,1,1,1,1
11,1,1,1,1,1,1,1,1,1,1,1,1,1
12,1,1,1,1,1,1,1,1,1,1,1,1,1
13,1,1,1,1,1,1,1,1,1,1,1,1,1
14,1,1,1,1,1,1,1,1,1,1,1,1,1
15,1,1,1,1,1,1,1,1,1,1,1,1,1

--- Digit 6: B1 (Holes) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,369,228,126,29,1,0,0,0,0,0,0,0,0
4,698,244,1,0,0,0,0,0,0,0,0,0,0
5,900,50,1,0,0,0,0,0,0,0,0,0,0
6,966,5,0,0,0,0,0,0,0,0,0,0,0
7,955,2,0,0,0,0,0,0,0,0,0,0,0
8,862,2,0,0,0,0,0,0,0,0,0,0,0
9,776,1,0,0,0,0,0,0,0,0,0,0,0
10,606,0,0,0,0,0,0,0,0,0,0,0,0
11,460,0,0,0,0,0,0,0,0,0,0,0,0
12,336,0,0,0,0,0,0,0,0,0,0,0,0
13,210,0,0,0,0,0,0,0,0,0,0,0,0
14,140,0,0,0,0,0,0,0,0,0,0,0,0
15,104,0,0,0,0,0,0,0,0,0,0,0,0

########################################

=== DIGIT 7 ANALYSIS ===
--- Digit 7: B0 (Components) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,2,2,2,2,2,2,2,2,2,2,2,2,2
4,1,1,1,1,1,1,1,1,1,1,1,1,1
5,1,1,1,1,1,1,1,1,1,1,1,1,1
6,1,1,1,1,1,1,1,1,1,1,1,1,1
7,1,1,1,1,1,1,1,1,1,1,1,1,1
8,1,1,1,1,1,1,1,1,1,1,1,1,1
9,1,1,1,1,1,1,1,1,1,1,1,1,1
10,1,1,1,1,1,1,1,1,1,1,1,1,1
11,1,1,1,1,1,1,1,1,1,1,1,1,1
12,1,1,1,1,1,1,1,1,1,1,1,1,1
13,1,1,1,1,1,1,1,1,1,1,1,1,1
14,1,1,1,1,1,1,1,1,1,1,1,1,1
15,1,1,1,1,1,1,1,1,1,1,1,1,1

--- Digit 7: B1 (Holes) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,337,219,124,23,1,0,0,0,0,0,0,0,0
4,707,223,2,0,0,0,0,0,0,0,0,0,0
5,890,36,0,0,0,0,0,0,0,0,0,0,0
6,910,5,0,0,0,0,0,0,0,0,0,0,0
7,874,2,0,0,0,0,0,0,0,0,0,0,0
8,761,1,0,0,0,0,0,0,0,0,0,0,0
9,604,1,0,0,0,0,0,0,0,0,0,0,0
10,461,1,0,0,0,0,0,0,0,0,0,0,0
11,298,0,0,0,0,0,0,0,0,0,0,0,0
12,191,0,0,0,0,0,0,0,0,0,0,0,0
13,139,0,0,0,0,0,0,0,0,0,0,0,0
14,117,0,0,0,0,0,0,0,0,0,0,0,0
15,89,0,0,0,0,0,0,0,0,0,0,0,0

########################################

=== DIGIT 8 ANALYSIS ===
--- Digit 8: B0 (Components) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,3,3,3,3,3,3,3,3,3,3,3,3,3
4,1,1,1,1,1,1,1,1,1,1,1,1,1
5,1,1,1,1,1,1,1,1,1,1,1,1,1
6,1,1,1,1,1,1,1,1,1,1,1,1,1
7,1,1,1,1,1,1,1,1,1,1,1,1,1
8,1,1,1,1,1,1,1,1,1,1,1,1,1
9,1,1,1,1,1,1,1,1,1,1,1,1,1
10,1,1,1,1,1,1,1,1,1,1,1,1,1
11,1,1,1,1,1,1,1,1,1,1,1,1,1
12,1,1,1,1,1,1,1,1,1,1,1,1,1
13,1,1,1,1,1,1,1,1,1,1,1,1,1
14,1,1,1,1,1,1,1,1,1,1,1,1,1
15,1,1,1,1,1,1,1,1,1,1,1,1,1

--- Digit 8: B1 (Holes) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,425,280,112,13,3,1,0,0,0,0,0,0,0
4,838,205,1,0,0,0,0,0,0,0,0,0,0
5,1090,37,0,0,0,0,0,0,0,0,0,0,0
6,1190,3,0,0,0,0,0,0,0,0,0,0,0
7,1188,0,0,0,0,0,0,0,0,0,0,0,0
8,1111,0,0,0,0,0,0,0,0,0,0,0,0
9,970,0,0,0,0,0,0,0,0,0,0,0,0
10,815,0,0,0,0,0,0,0,0,0,0,0,0
11,648,0,0,0,0,0,0,0,0,0,0,0,0
12,514,0,0,0,0,0,0,0,0,0,0,0,0
13,389,0,0,0,0,0,0,0,0,0,0,0,0
14,317,0,0,0,0,0,0,0,0,0,0,0,0
15,242,0,0,0,0,0,0,0,0,0,0,0,0

########################################

=== DIGIT 9 ANALYSIS ===
--- Digit 9: B0 (Components) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,1,1,1,1,1,1,1,1,1,1,1,1,1
4,1,1,1,1,1,1,1,1,1,1,1,1,1
5,1,1,1,1,1,1,1,1,1,1,1,1,1
6,1,1,1,1,1,1,1,1,1,1,1,1,1
7,1,1,1,1,1,1,1,1,1,1,1,1,1
8,1,1,1,1,1,1,1,1,1,1,1,1,1
9,1,1,1,1,1,1,1,1,1,1,1,1,1
10,1,1,1,1,1,1,1,1,1,1,1,1,1
11,1,1,1,1,1,1,1,1,1,1,1,1,1
12,1,1,1,1,1,1,1,1,1,1,1,1,1
13,1,1,1,1,1,1,1,1,1,1,1,1,1
14,1,1,1,1,1,1,1,1,1,1,1,1,1
15,1,1,1,1,1,1,1,1,1,1,1,1,1

--- Digit 9: B1 (Holes) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,364,248,116,25,2,0,0,0,0,0,0,0,0
4,719,232,4,0,0,0,0,0,0,0,0,0,0
5,904,40,1,0,0,0,0,0,0,0,0,0,0
6,978,7,0,0,0,0,0,0,0,0,0,0,0
7,963,2,0,0,0,0,0,0,0,0,0,0,0
8,862,1,0,0,0,0,0,0,0,0,0,0,0
9,699,0,0,0,0,0,0,0,0,0,0,0,0
10,574,1,0,0,0,0,0,0,0,0,0,0,0
11,424,0,0,0,0,0,0,0,0,0,0,0,0
12,295,0,0,0,0,0,0,0,0,0,0,0,0
13,211,0,0,0,0,0,0,0,0,0,0,0,0
14,146,0,0,0,0,0,0,0,0,0,0,0,0
15,108,0,0,0,0,0,0,0,0,0,0,0,0

########################################

