Trial ID: 13
Subsample Size: 1000
========================================

=== DIGIT 0 ANALYSIS ===
--- Digit 0: B0 (Components) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
13,1,1,1,1,1,1,1,1,1,1,1,1,1
14,1,1,1,1,1,1,1,1,1,1,1,1,1
15,1,1,1,1,1,1,1,1,1,1,1,1,1

--- Digit 2: B1 (Holes) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,337,217,131,61,8,0,0,0,0,0,0,0,0
4,708,238,8,0,0,0,0,0,0,0,0,0,0
5,960,77,0,0,0,0,0,0,0,0,0,0,0
6,1051,9,0,0,0,0,0,0,0,0,0,0,0
7,1067,3,0,0,0,0,0,0,0,0,0,0,0
8,1014,1,0,0,0,0,0,0,0,0,0,0,0
9,929,1,0,0,0,0,0,0,0,0,0,0,0
10,792,0,0,0,0,0,0,0,0,0,0,0,0
11,655,0,0,0,0,0,0,0,0,0,0,0,0
12,479,0,0,0,0,0,0,0,0,0,0,0,0
13,353,0,0,0,0,0,0,0,0,0,0,0,0
14,261,0,0,0,0,0,0,0,0,0,0,0,0
15,206,0,0,0,0,0,0,0,0,0,0,0,0

########################################

=== DIGIT 3 ANALYSIS ===
--- Digit 3: B0 (Components) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,2,2,2,2,2,2,2,2,2,2,2,2,2
4,1,1,1,1,1,1,1,1,1,1,1,1,1
5,1,1,1,1,1,1,1,1,1,1,1,1,1
6,1,1,1,1,1,1,1,1,1,1,1,1,1
7,1,1,1,1,1,1,1,1,1,1,1,1,1
8,1,1,1,1,1,1,1,1,1,1,1,1,1
9,1,1,1,1,1,1,1,1,1,1,1,1,1
10,1,1,1,1,1,1,1,1,1,1,1,1,1
11,1,1,1,1,1,1,1,1,1,1,1,1,1
12,1,1,1,1,1,1,1,1,1,1,1,1,1
13,1,1,1,1,1,1,1,1,1,1,1,1,1
14,1,1,1,1,1,1,1,1,1,1,1,1,1
15,1,1,1,1,1,1,1,1,1,1,1,1,1

--- Digit 3: B1 (Holes) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,397,270,135,23,0,0,0,0,0,0,0,0,0
4,815,238,1,0,0,0,0,0,0,0,0,0,0
5,1058,34,0,0,0,0,0,0,0,0,0,0,0
6,1152,3,0,0,0,0,0,0,0,0,0,0,0
7,1175,1,0,0,0,0,0,0,0,0,0,0,0
8,1076,0,0,0,0,0,0,0,0,0,0,0,0
9,940,0,0,0,0,0,0,0,0,0,0,0,0
10,786,0,0,0,0,0,0,0,0,0,0,0,0
11,593,0,0,0,0,0,0,0,0,0,0,0,0
12,454,0,0,0,0,0,0,0,0,0,0,0,0
13,326,0,0,0,0,0,0,0,0,0,0,0,0
14,250,0,0,0,0,0,0,0,0,0,0,0,0
15,209,0,0,0,0,0,0,0,0,0,0,0,0

########################################

=== DIGIT 4 ANALYSIS ===
--- Digit 4: B0 (Components) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,1,1,1,1,1,1,1,1,1,1,1,1,1
4,1,1,1,1,1,1,1,1,1,1,1,1,1
5,1,1,1,1,1,1,1,1,1,1,1,1,1
6,1,1,1,1,1,1,1,1,1,1,1,1,1
7,1,1,1,1,1,1,1,1,1,1,1,1,1
8,1,1,1,1,1,1,1,1,1,1,1,1,1
9,1,1,1,1,1,1,1,1,1,1,1,1,1
10,1,1,1,1,1,1,1,1,1,1,1,1,1
11,1,1,1,1,1,1,1,1,1,1,1,1,1
12,1,1,1,1,1,1,1,1,1,1,1,1,1
13,1,1,1,1,1,1,1,1,1,1,1,1,1
14,1,1,1,1,1,1,1,1,1,1,1,1,1
15,1,1,1,1,1,1,1,1,1,1,1,1,1

--- Digit 4: B1 (Holes) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,375,247,122,24,2,0,0,0,0,0,0,0,0
4,745,197,2,0,0,0,0,0,0,0,0,0,0
5,929,45,0,0,0,0,0,0,0,0,0,0,0
6,951,8,0,0,0,0,0,0,0,0,0,0,0
7,879,0,0,0,0,0,0,0,0,0,0,0,0
8,795,0,0,0,0,0,0,0,0,0,0,0,0
9,661,0,0,0,0,0,0,0,0,0,0,0,0
10,518,0,0,0,0,0,0,0,0,0,0,0,0
11,386,0,0,0,0,0,0,0,0,0,0,0,0
12,290,0,0,0,0,0,0,0,0,0,0,0,0
13,222,0,0,0,0,0,0,0,0,0,0,0,0
14,169,0,0,0,0,0,0,0,0,0,0,0,0
15,124,0,0,0,0,0,0,0,0,0,0,0,0

########################################

=== DIGIT 5 ANALYSIS ===
--- Digit 5: B0 (Components) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,1,1,1,1,1,1,1,1,1,1,1,1,1
4,1,1,1,1,1,1,1,1,1,1,1,1,1
5,1,1,1,1,1,1,1,1,1,1,1,1,1
6,1,1,1,1,1,1,1,1,1,1,1,1,1
7,1,1,1,1,1,1,1,1,1,1,1,1,1
8,1,1,1,1,1,1,1,1,1,1,1,1,1
9,1,1,1,1,1,1,1,1,1,1,1,1,1
10,1,1,1,1,1,1,1,1,1,1,1,1,1
11,1,1,1,1,1,1,1,1,1,1,1,1,1
12,1,1,1,1,1,1,1,1,1,1,1,1,1
13,1,1,1,1,1,1,1,1,1,1,1,1,1
14,1,1,1,1,1,1,1,1,1,1,1,1,1
15,1,1,1,1,1,1,1,1,1,1,1,1,1

--- Digit 5: B1 (Holes) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,366,239,129,21,0,0,0,0,0,0,0,0,0
4,758,227,6,0,0,0,0,0,0,0,0,0,0
5,997,32,1,0,0,0,0,0,0,0,0,0,0
6,1071,4,0,0,0,0,0,0,0,0,0,0,0
7,1086,3,0,0,0,0,0,0,0,0,0,0,0
8,1014,0,0,0,0,0,0,0,0,0,0,0,0
9,883,0,0,0,0,0,0,0,0,0,0,0,0
10,699,0,0,0,0,0,0,0,0,0,0,0,0
11,535,0,0,0,0,0,0,0,0,0,0,0,0
12,409,0,0,0,0,0,0,0,0,0,0,0,0
13,319,0,0,0,0,0,0,0,0,0,0,0,0
14,236,0,0,0,0,0,0,0,0,0,0,0,0
15,175,0,0,0,0,0,0,0,0,0,0,0,0

########################################

=== DIGIT 6 ANALYSIS ===
--- Digit 6: B0 (Components) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,1,1,1,1,1,1,1,1,1,1,1,1,1
4,1,1,1,1,1,1,1,1,1,1,1,1,1
5,1,1,1,1,1,1,1,1,1,1,1,1,1
6,1,1,1,1,1,1,1,1,1,1,1,1,1
7,1,1,1,1,1,1,1,1,1,1,1,1,1
8,1,1,1,1,1,1,1,1,1,1,1,1,1
9,1,1,1,1,1,1,1,1,1,1,1,1,1
10,1,1,1,1,1,1,1,1,1,1,1,1,1
11,1,1,1,1,1,1,1,1,1,1,1,1,1
12,1,1,1,1,1,1,1,1,1,1,1,1,1
13,1,1,1,1,1,1,1,1,1,1,1,1,1
14,1,1,1,1,1,1,1,1,1,1,1,1,1
15,1,1,1,1,1,1,1,1,1,1,1,1,1

--- Digit 6: B1 (Holes) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,340,223,127,37,1,0,0,0,0,0,0,0,0
4,702,226,3,0,0,0,0,0,0,0,0,0,0
5,897,60,1,0,0,0,0,0,0,0,0,0,0
6,960,2,0,0,0,0,0,0,0,0,0,0,0
7,937,0,0,0,0,0,0,0,0,0,0,0,0
8,859,0,0,0,0,0,0,0,0,0,0,0,0
9,729,0,0,0,0,0,0,0,0,0,0,0,0
10,563,0,0,0,0,0,0,0,0,0,0,0,0
11,382,0,0,0,0,0,0,0,0,0,0,0,0
12,281,0,0,0,0,0,0,0,0,0,0,0,0
13,191,0,0,0,0,0,0,0,0,0,0,0,0
14,145,0,0,0,0,0,0,0,0,0,0,0,0
15,106,0,0,0,0,0,0,0,0,0,0,0,0

########################################

=== DIGIT 7 ANALYSIS ===
--- Digit 7: B0 (Components) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,1,1,1,1,1,1,1,1,1,1,1,1,1
4,1,1,1,1,1,1,1,1,1,1,1,1,1
5,1,1,1,1,1,1,1,1,1,1,1,1,1
6,1,1,1,1,1,1,1,1,1,1,1,1,1
7,1,1,1,1,1,1,1,1,1,1,1,1,1
8,1,1,1,1,1,1,1,1,1,1,1,1,1
9,1,1,1,1,1,1,1,1,1,1,1,1,1
10,1,1,1,1,1,1,1,1,1,1,1,1,1
11,1,1,1,1,1,1,1,1,1,1,1,1,1
12,1,1,1,1,1,1,1,1,1,1,1,1,1
13,1,1,1,1,1,1,1,1,1,1,1,1,1
14,1,1,1,1,1,1,1,1,1,1,1,1,1
15,1,1,1,1,1,1,1,1,1,1,1,1,1

--- Digit 7: B1 (Holes) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,343,227,123,34,0,0,0,0,0,0,0,0,0
4,665,224,5,0,0,0,0,0,0,0,0,0,0
5,874,38,0,0,0,0,0,0,0,0,0,0,0
6,914,6,0,0,0,0,0,0,0,0,0,0,0
7,881,2,0,0,0,0,0,0,0,0,0,0,0
8,819,0,0,0,0,0,0,0,0,0,0,0,0
9,674,0,0,0,0,0,0,0,0,0,0,0,0
10,514,0,0,0,0,0,0,0,0,0,0,0,0
11,349,0,0,0,0,0,0,0,0,0,0,0,0
12,239,0,0,0,0,0,0,0,0,0,0,0,0
13,173,0,0,0,0,0,0,0,0,0,0,0,0
14,143,0,0,0,0,0,0,0,0,0,0,0,0
15,113,0,0,0,0,0,0,0,0,0,0,0,0

########################################

=== DIGIT 8 ANALYSIS ===
--- Digit 8: B0 (Components) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,1,1,1,1,1,1,1,1,1,1,1,1,1
4,1,1,1,1,1,1,1,1,1,1,1,1,1
5,1,1,1,1,1,1,1,1,1,1,1,1,1
6,1,1,1,1,1,1,1,1,1,1,1,1,1
7,1,1,1,1,1,1,1,1,1,1,1,1,1
8,1,1,1,1,1,1,1,1,1,1,1,1,1
9,1,1,1,1,1,1,1,1,1,1,1,1,1
10,1,1,1,1,1,1,1,1,1,1,1,1,1
11,1,1,1,1,1,1,1,1,1,1,1,1,1
12,1,1,1,1,1,1,1,1,1,1,1,1,1
13,1,1,1,1,1,1,1,1,1,1,1,1,1
14,1,1,1,1,1,1,1,1,1,1,1,1,1
15,1,1,1,1,1,1,1,1,1,1,1,1,1

--- Digit 8: B1 (Holes) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,411,282,138,18,2,0,0,0,0,0,0,0,0
4,828,235,4,0,0,0,0,0,0,0,0,0,0
5,1083,28,0,0,0,0,0,0,0,0,0,0,0
6,1209,5,0,0,0,0,0,0,0,0,0,0,0
7,1280,1,0,0,0,0,0,0,0,0,0,0,0
8,1194,0,0,0,0,0,0,0,0,0,0,0,0
9,1030,0,0,0,0,0,0,0,0,0,0,0,0
10,879,0,0,0,0,0,0,0,0,0,0,0,0
11,687,0,0,0,0,0,0,0,0,0,0,0,0
12,530,0,0,0,0,0,0,0,0,0,0,0,0
13,399,0,0,0,0,0,0,0,0,0,0,0,0
14,313,0,0,0,0,0,0,0,0,0,0,0,0
15,235,0,0,0,0,0,0,0,0,0,0,0,0

########################################

=== DIGIT 9 ANALYSIS ===
--- Digit 9: B0 (Components) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,1,1,1,1,1,1,1,1,1,1,1,1,1
4,1,1,1,1,1,1,1,1,1,1,1,1,1
5,1,1,1,1,1,1,1,1,1,1,1,1,1
6,1,1,1,1,1,1,1,1,1,1,1,1,1
7,1,1,1,1,1,1,1,1,1,1,1,1,1
8,1,1,1,1,1,1,1,1,1,1,1,1,1
9,1,1,1,1,1,1,1,1,1,1,1,1,1
10,1,1,1,1,1,1,1,1,1,1,1,1,1
11,1,1,1,1,1,1,1,1,1,1,1,1,1
12,1,1,1,1,1,1,1,1,1,1,1,1,1
13,1,1,1,1,1,1,1,1,1,1,1,1,1
14,1,1,1,1,1,1,1,1,1,1,1,1,1
15,1,1,1,1,1,1,1,1,1,1,1,1,1

--- Digit 9: B1 (Holes) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,384,237,126,21,2,0,0,0,0,0,0,0,0
4,744,221,0,0,0,0,0,0,0,0,0,0,0
5,932,21,0,0,0,0,0,0,0,0,0,0,0
6,986,5,0,0,0,0,0,0,0,0,0,0,0
7,954,1,0,0,0,0,0,0,0,0,0,0,0
8,862,1,0,0,0,0,0,0,0,0,0,0,0
9,698,1,0,0,0,0,0,0,0,0,0,0,0
10,525,1,0,0,0,0,0,0,0,0,0,0,0
11,382,0,0,0,0,0,0,0,0,0,0,0,0
12,279,0,0,0,0,0,0,0,0,0,0,0,0
13,206,0,0,0,0,0,0,0,0,0,0,0,0
14,157,0,0,0,0,0,0,0,0,0,0,0,0
15,121,0,0,0,0,0,0,0,0,0,0,0,0

########################################

