Trial ID: 7
Subsample Size: 1000
========================================

=== DIGIT 0 ANALYSIS ===
--- Digit 0: B0 (Components) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,1,1,1,1,1,1,1,1,1,1,1,1,1
4,1,1,1,1,1,1,1,1,1,1,1,1,1
5,1,1,1,1,1,1,1,1,1,1,1,1,1
6,1,1,1,1,1,1,1,1,1,1,1,1,1
7,1,1,1,1,1,1,1,1,1,1,1,1,1
8,1,1,1,1,1,1,1,1,1,1,1,1,1
9,1,1,1,1,1,1,1,1,1,1,1,1,1
10,1,1,1,1,1,1,1,1,1,1,1,1,1
11,1,1,1,1,1,1,1,1,1,1,1,1,1
12,1,1,1,1,1,1,1,1,1,1,1,1,1
13,1,1,1,1,1,1,1,1,1,1,1,1,1
14,1,1,1,1,1,1,1,1,1,1,1,1,1
15,1,1,1,1,1,1,1,1,1,1,1,1,1

--- Digit 3: B1 (Holes) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,408,258,135,12,0,0,0,0,0,0,0,0,0
4,774,228,1,0,0,0,0,0,0,0,0,0,0
5,1000,30,1,0,0,0,0,0,0,0,0,0,0
6,1092,3,0,0,0,0,0,0,0,0,0,0,0
7,1106,1,0,0,0,0,0,0,0,0,0,0,0
8,1021,0,0,0,0,0,0,0,0,0,0,0,0
9,914,0,0,0,0,0,0,0,0,0,0,0,0
10,765,0,0,0,0,0,0,0,0,0,0,0,0
11,597,0,0,0,0,0,0,0,0,0,0,0,0
12,458,0,0,0,0,0,0,0,0,0,0,0,0
13,326,0,0,0,0,0,0,0,0,0,0,0,0
14,261,0,0,0,0,0,0,0,0,0,0,0,0
15,212,0,0,0,0,0,0,0,0,0,0,0,0

########################################

=== DIGIT 4 ANALYSIS ===
--- Digit 4: B0 (Components) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,2,2,2,2,2,2,2,2,2,2,2,2,2
4,1,1,1,1,1,1,1,1,1,1,1,1,1
5,1,1,1,1,1,1,1,1,1,1,1,1,1
6,1,1,1,1,1,1,1,1,1,1,1,1,1
7,1,1,1,1,1,1,1,1,1,1,1,1,1
8,1,1,1,1,1,1,1,1,1,1,1,1,1
9,1,1,1,1,1,1,1,1,1,1,1,1,1
10,1,1,1,1,1,1,1,1,1,1,1,1,1
11,1,1,1,1,1,1,1,1,1,1,1,1,1
12,1,1,1,1,1,1,1,1,1,1,1,1,1
13,1,1,1,1,1,1,1,1,1,1,1,1,1
14,1,1,1,1,1,1,1,1,1,1,1,1,1
15,1,1,1,1,1,1,1,1,1,1,1,1,1

--- Digit 4: B1 (Holes) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,362,239,124,32,1,0,0,0,0,0,0,0,0
4,729,188,6,1,0,0,0,0,0,0,0,0,0
5,883,52,1,0,0,0,0,0,0,0,0,0,0
6,933,8,0,0,0,0,0,0,0,0,0,0,0
7,913,3,0,0,0,0,0,0,0,0,0,0,0
8,835,3,0,0,0,0,0,0,0,0,0,0,0
9,702,0,0,0,0,0,0,0,0,0,0,0,0
10,570,0,0,0,0,0,0,0,0,0,0,0,0
11,436,0,0,0,0,0,0,0,0,0,0,0,0
12,317,0,0,0,0,0,0,0,0,0,0,0,0
13,234,0,0,0,0,0,0,0,0,0,0,0,0
14,175,0,0,0,0,0,0,0,0,0,0,0,0
15,121,0,0,0,0,0,0,0,0,0,0,0,0

########################################

=== DIGIT 5 ANALYSIS ===
--- Digit 5: B0 (Components) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,1,1,1,1,1,1,1,1,1,1,1,1,1
4,1,1,1,1,1,1,1,1,1,1,1,1,1
5,1,1,1,1,1,1,1,1,1,1,1,1,1
6,1,1,1,1,1,1,1,1,1,1,1,1,1
7,1,1,1,1,1,1,1,1,1,1,1,1,1
8,1,1,1,1,1,1,1,1,1,1,1,1,1
9,1,1,1,1,1,1,1,1,1,1,1,1,1
10,1,1,1,1,1,1,1,1,1,1,1,1,1
11,1,1,1,1,1,1,1,1,1,1,1,1,1
12,1,1,1,1,1,1,1,1,1,1,1,1,1
13,1,1,1,1,1,1,1,1,1,1,1,1,1
14,1,1,1,1,1,1,1,1,1,1,1,1,1
15,1,1,1,1,1,1,1,1,1,1,1,1,1

--- Digit 5: B1 (Holes) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,402,259,132,19,1,0,0,0,0,0,0,0,0
4,772,225,3,0,0,0,0,0,0,0,0,0,0
5,1009,30,0,0,0,0,0,0,0,0,0,0,0
6,1083,6,0,0,0,0,0,0,0,0,0,0,0
7,1069,1,0,0,0,0,0,0,0,0,0,0,0
8,961,1,0,0,0,0,0,0,0,0,0,0,0
9,829,0,0,0,0,0,0,0,0,0,0,0,0
10,670,0,0,0,0,0,0,0,0,0,0,0,0
11,520,0,0,0,0,0,0,0,0,0,0,0,0
12,375,0,0,0,0,0,0,0,0,0,0,0,0
13,259,0,0,0,0,0,0,0,0,0,0,0,0
14,205,0,0,0,0,0,0,0,0,0,0,0,0
15,159,0,0,0,0,0,0,0,0,0,0,0,0

########################################

=== DIGIT 6 ANALYSIS ===
--- Digit 6: B0 (Components) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,2,2,2,2,2,2,2,2,2,2,2,2,2
4,1,1,1,1,1,1,1,1,1,1,1,1,1
5,1,1,1,1,1,1,1,1,1,1,1,1,1
6,1,1,1,1,1,1,1,1,1,1,1,1,1
7,1,1,1,1,1,1,1,1,1,1,1,1,1
8,1,1,1,1,1,1,1,1,1,1,1,1,1
9,1,1,1,1,1,1,1,1,1,1,1,1,1
10,1,1,1,1,1,1,1,1,1,1,1,1,1
11,1,1,1,1,1,1,1,1,1,1,1,1,1
12,1,1,1,1,1,1,1,1,1,1,1,1,1
13,1,1,1,1,1,1,1,1,1,1,1,1,1
14,1,1,1,1,1,1,1,1,1,1,1,1,1
15,1,1,1,1,1,1,1,1,1,1,1,1,1

--- Digit 6: B1 (Holes) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,350,256,143,33,3,0,0,0,0,0,0,0,0
4,702,257,4,0,0,0,0,0,0,0,0,0,0
5,937,44,1,0,0,0,0,0,0,0,0,0,0
6,1036,3,0,0,0,0,0,0,0,0,0,0,0
7,1029,3,0,0,0,0,0,0,0,0,0,0,0
8,943,1,0,0,0,0,0,0,0,0,0,0,0
9,808,1,0,0,0,0,0,0,0,0,0,0,0
10,620,0,0,0,0,0,0,0,0,0,0,0,0
11,423,0,0,0,0,0,0,0,0,0,0,0,0
12,283,0,0,0,0,0,0,0,0,0,0,0,0
13,195,0,0,0,0,0,0,0,0,0,0,0,0
14,125,0,0,0,0,0,0,0,0,0,0,0,0
15,94,0,0,0,0,0,0,0,0,0,0,0,0

########################################

=== DIGIT 7 ANALYSIS ===
--- Digit 7: B0 (Components) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,1,1,1,1,1,1,1,1,1,1,1,1,1
4,1,1,1,1,1,1,1,1,1,1,1,1,1
5,1,1,1,1,1,1,1,1,1,1,1,1,1
6,1,1,1,1,1,1,1,1,1,1,1,1,1
7,1,1,1,1,1,1,1,1,1,1,1,1,1
8,1,1,1,1,1,1,1,1,1,1,1,1,1
9,1,1,1,1,1,1,1,1,1,1,1,1,1
10,1,1,1,1,1,1,1,1,1,1,1,1,1
11,1,1,1,1,1,1,1,1,1,1,1,1,1
12,1,1,1,1,1,1,1,1,1,1,1,1,1
13,1,1,1,1,1,1,1,1,1,1,1,1,1
14,1,1,1,1,1,1,1,1,1,1,1,1,1
15,1,1,1,1,1,1,1,1,1,1,1,1,1

--- Digit 7: B1 (Holes) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,350,228,118,23,3,0,0,0,0,0,0,0,0
4,686,223,4,1,0,0,0,0,0,0,0,0,0
5,847,44,0,0,0,0,0,0,0,0,0,0,0
6,887,7,0,0,0,0,0,0,0,0,0,0,0
7,844,2,0,0,0,0,0,0,0,0,0,0,0
8,734,2,0,0,0,0,0,0,0,0,0,0,0
9,612,0,0,0,0,0,0,0,0,0,0,0,0
10,457,0,0,0,0,0,0,0,0,0,0,0,0
11,332,0,0,0,0,0,0,0,0,0,0,0,0
12,244,0,0,0,0,0,0,0,0,0,0,0,0
13,184,0,0,0,0,0,0,0,0,0,0,0,0
14,139,0,0,0,0,0,0,0,0,0,0,0,0
15,112,0,0,0,0,0,0,0,0,0,0,0,0

########################################

=== DIGIT 8 ANALYSIS ===
--- Digit 8: B0 (Components) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,1,1,1,1,1,1,1,1,1,1,1,1,1
4,1,1,1,1,1,1,1,1,1,1,1,1,1
5,1,1,1,1,1,1,1,1,1,1,1,1,1
6,1,1,1,1,1,1,1,1,1,1,1,1,1
7,1,1,1,1,1,1,1,1,1,1,1,1,1
8,1,1,1,1,1,1,1,1,1,1,1,1,1
9,1,1,1,1,1,1,1,1,1,1,1,1,1
10,1,1,1,1,1,1,1,1,1,1,1,1,1
11,1,1,1,1,1,1,1,1,1,1,1,1,1
12,1,1,1,1,1,1,1,1,1,1,1,1,1
13,1,1,1,1,1,1,1,1,1,1,1,1,1
14,1,1,1,1,1,1,1,1,1,1,1,1,1
15,1,1,1,1,1,1,1,1,1,1,1,1,1

--- Digit 8: B1 (Holes) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,423,292,132,10,1,0,0,0,0,0,0,0,0
4,862,209,1,0,0,0,0,0,0,0,0,0,0
5,1124,26,0,0,0,0,0,0,0,0,0,0,0
6,1253,5,0,0,0,0,0,0,0,0,0,0,0
7,1251,0,0,0,0,0,0,0,0,0,0,0,0
8,1143,1,0,0,0,0,0,0,0,0,0,0,0
9,1003,1,0,0,0,0,0,0,0,0,0,0,0
10,846,0,0,0,0,0,0,0,0,0,0,0,0
11,654,0,0,0,0,0,0,0,0,0,0,0,0
12,487,0,0,0,0,0,0,0,0,0,0,0,0
13,360,0,0,0,0,0,0,0,0,0,0,0,0
14,303,0,0,0,0,0,0,0,0,0,0,0,0
15,242,0,0,0,0,0,0,0,0,0,0,0,0

########################################

=== DIGIT 9 ANALYSIS ===
--- Digit 9: B0 (Components) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,1,1,1,1,1,1,1,1,1,1,1,1,1
4,1,1,1,1,1,1,1,1,1,1,1,1,1
5,1,1,1,1,1,1,1,1,1,1,1,1,1
6,1,1,1,1,1,1,1,1,1,1,1,1,1
7,1,1,1,1,1,1,1,1,1,1,1,1,1
8,1,1,1,1,1,1,1,1,1,1,1,1,1
9,1,1,1,1,1,1,1,1,1,1,1,1,1
10,1,1,1,1,1,1,1,1,1,1,1,1,1
11,1,1,1,1,1,1,1,1,1,1,1,1,1
12,1,1,1,1,1,1,1,1,1,1,1,1,1
13,1,1,1,1,1,1,1,1,1,1,1,1,1
14,1,1,1,1,1,1,1,1,1,1,1,1,1
15,1,1,1,1,1,1,1,1,1,1,1,1,1

--- Digit 9: B1 (Holes) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,396,270,119,17,1,0,0,0,0,0,0,0,0
4,746,231,2,0,0,0,0,0,0,0,0,0,0
5,934,27,0,0,0,0,0,0,0,0,0,0,0
6,1032,4,0,0,0,0,0,0,0,0,0,0,0
7,987,0,0,0,0,0,0,0,0,0,0,0,0
8,903,1,0,0,0,0,0,0,0,0,0,0,0
9,738,0,0,0,0,0,0,0,0,0,0,0,0
10,565,0,0,0,0,0,0,0,0,0,0,0,0
11,415,0,0,0,0,0,0,0,0,0,0,0,0
12,262,0,0,0,0,0,0,0,0,0,0,0,0
13,169,0,0,0,0,0,0,0,0,0,0,0,0
14,138,0,0,0,0,0,0,0,0,0,0,0,0
15,112,0,0,0,0,0,0,0,0,0,0,0,0

########################################

