Trial ID: 5
Subsample Size: 1000
========================================

=== DIGIT 0 ANALYSIS ===
--- Digit 0: B0 (Components) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
13,1,1,1,1,1,1,1,1,1,1,1,1,1
14,1,1,1,1,1,1,1,1,1,1,1,1,1
15,1,1,1,1,1,1,1,1,1,1,1,1,1

--- Digit 2: B1 (Holes) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,344,236,146,43,4,0,0,0,0,0,0,0,0
4,701,262,9,0,0,0,0,0,0,0,0,0,0
5,938,61,0,0,0,0,0,0,0,0,0,0,0
6,1039,8,0,0,0,0,0,0,0,0,0,0,0
7,1047,2,0,0,0,0,0,0,0,0,0,0,0
8,1049,0,0,0,0,0,0,0,0,0,0,0,0
9,950,0,0,0,0,0,0,0,0,0,0,0,0
10,821,0,0,0,0,0,0,0,0,0,0,0,0
11,667,0,0,0,0,0,0,0,0,0,0,0,0
12,534,0,0,0,0,0,0,0,0,0,0,0,0
13,406,0,0,0,0,0,0,0,0,0,0,0,0
14,294,0,0,0,0,0,0,0,0,0,0,0,0
15,235,0,0,0,0,0,0,0,0,0,0,0,0

########################################

=== DIGIT 3 ANALYSIS ===
--- Digit 3: B0 (Components) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,1,1,1,1,1,1,1,1,1,1,1,1,1
4,1,1,1,1,1,1,1,1,1,1,1,1,1
5,1,1,1,1,1,1,1,1,1,1,1,1,1
6,1,1,1,1,1,1,1,1,1,1,1,1,1
7,1,1,1,1,1,1,1,1,1,1,1,1,1
8,1,1,1,1,1,1,1,1,1,1,1,1,1
9,1,1,1,1,1,1,1,1,1,1,1,1,1
10,1,1,1,1,1,1,1,1,1,1,1,1,1
11,1,1,1,1,1,1,1,1,1,1,1,1,1
12,1,1,1,1,1,1,1,1,1,1,1,1,1
13,1,1,1,1,1,1,1,1,1,1,1,1,1
14,1,1,1,1,1,1,1,1,1,1,1,1,1
15,1,1,1,1,1,1,1,1,1,1,1,1,1

--- Digit 3: B1 (Holes) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,374,263,141,22,1,0,0,0,0,0,0,0,0
4,782,235,5,0,0,0,0,0,0,0,0,0,0
5,1025,40,0,0,0,0,0,0,0,0,0,0,0
6,1125,7,0,0,0,0,0,0,0,0,0,0,0
7,1141,0,0,0,0,0,0,0,0,0,0,0,0
8,1073,0,0,0,0,0,0,0,0,0,0,0,0
9,940,1,0,0,0,0,0,0,0,0,0,0,0
10,772,0,0,0,0,0,0,0,0,0,0,0,0
11,596,0,0,0,0,0,0,0,0,0,0,0,0
12,465,0,0,0,0,0,0,0,0,0,0,0,0
13,337,0,0,0,0,0,0,0,0,0,0,0,0
14,229,0,0,0,0,0,0,0,0,0,0,0,0
15,177,0,0,0,0,0,0,0,0,0,0,0,0

########################################

=== DIGIT 4 ANALYSIS ===
--- Digit 4: B0 (Components) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,1,1,1,1,1,1,1,1,1,1,1,1,1
4,1,1,1,1,1,1,1,1,1,1,1,1,1
5,1,1,1,1,1,1,1,1,1,1,1,1,1
6,1,1,1,1,1,1,1,1,1,1,1,1,1
7,1,1,1,1,1,1,1,1,1,1,1,1,1
8,1,1,1,1,1,1,1,1,1,1,1,1,1
9,1,1,1,1,1,1,1,1,1,1,1,1,1
10,1,1,1,1,1,1,1,1,1,1,1,1,1
11,1,1,1,1,1,1,1,1,1,1,1,1,1
12,1,1,1,1,1,1,1,1,1,1,1,1,1
13,1,1,1,1,1,1,1,1,1,1,1,1,1
14,1,1,1,1,1,1,1,1,1,1,1,1,1
15,1,1,1,1,1,1,1,1,1,1,1,1,1

--- Digit 4: B1 (Holes) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,359,232,129,28,3,1,0,0,0,0,0,0,0
4,725,194,6,0,0,0,0,0,0,0,0,0,0
5,926,53,0,0,0,0,0,0,0,0,0,0,0
6,1001,5,0,0,0,0,0,0,0,0,0,0,0
7,969,1,0,0,0,0,0,0,0,0,0,0,0
8,868,0,0,0,0,0,0,0,0,0,0,0,0
9,756,0,0,0,0,0,0,0,0,0,0,0,0
10,606,0,0,0,0,0,0,0,0,0,0,0,0
11,448,0,0,0,0,0,0,0,0,0,0,0,0
12,350,0,0,0,0,0,0,0,0,0,0,0,0
13,258,0,0,0,0,0,0,0,0,0,0,0,0
14,193,0,0,0,0,0,0,0,0,0,0,0,0
15,149,0,0,0,0,0,0,0,0,0,0,0,0

########################################

=== DIGIT 5 ANALYSIS ===
--- Digit 5: B0 (Components) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,2,2,2,2,2,2,2,2,2,2,2,2,2
4,1,1,1,1,1,1,1,1,1,1,1,1,1
5,1,1,1,1,1,1,1,1,1,1,1,1,1
6,1,1,1,1,1,1,1,1,1,1,1,1,1
7,1,1,1,1,1,1,1,1,1,1,1,1,1
8,1,1,1,1,1,1,1,1,1,1,1,1,1
9,1,1,1,1,1,1,1,1,1,1,1,1,1
10,1,1,1,1,1,1,1,1,1,1,1,1,1
11,1,1,1,1,1,1,1,1,1,1,1,1,1
12,1,1,1,1,1,1,1,1,1,1,1,1,1
13,1,1,1,1,1,1,1,1,1,1,1,1,1
14,1,1,1,1,1,1,1,1,1,1,1,1,1
15,1,1,1,1,1,1,1,1,1,1,1,1,1

--- Digit 5: B1 (Holes) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,360,218,111,15,4,1,0,0,0,0,0,0,0
4,734,180,3,1,1,0,0,0,0,0,0,0,0
5,930,35,1,1,0,0,0,0,0,0,0,0,0
6,1019,10,1,0,0,0,0,0,0,0,0,0,0
7,1053,3,0,0,0,0,0,0,0,0,0,0,0
8,957,1,0,0,0,0,0,0,0,0,0,0,0
9,797,0,0,0,0,0,0,0,0,0,0,0,0
10,653,0,0,0,0,0,0,0,0,0,0,0,0
11,491,0,0,0,0,0,0,0,0,0,0,0,0
12,373,0,0,0,0,0,0,0,0,0,0,0,0
13,270,0,0,0,0,0,0,0,0,0,0,0,0
14,222,0,0,0,0,0,0,0,0,0,0,0,0
15,173,0,0,0,0,0,0,0,0,0,0,0,0

########################################

=== DIGIT 6 ANALYSIS ===
--- Digit 6: B0 (Components) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,1,1,1,1,1,1,1,1,1,1,1,1,1
4,1,1,1,1,1,1,1,1,1,1,1,1,1
5,1,1,1,1,1,1,1,1,1,1,1,1,1
6,1,1,1,1,1,1,1,1,1,1,1,1,1
7,1,1,1,1,1,1,1,1,1,1,1,1,1
8,1,1,1,1,1,1,1,1,1,1,1,1,1
9,1,1,1,1,1,1,1,1,1,1,1,1,1
10,1,1,1,1,1,1,1,1,1,1,1,1,1
11,1,1,1,1,1,1,1,1,1,1,1,1,1
12,1,1,1,1,1,1,1,1,1,1,1,1,1
13,1,1,1,1,1,1,1,1,1,1,1,1,1
14,1,1,1,1,1,1,1,1,1,1,1,1,1
15,1,1,1,1,1,1,1,1,1,1,1,1,1

--- Digit 6: B1 (Holes) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,335,217,132,43,4,0,0,0,0,0,0,0,0
4,704,215,1,0,0,0,0,0,0,0,0,0,0
5,895,60,0,0,0,0,0,0,0,0,0,0,0
6,967,3,0,0,0,0,0,0,0,0,0,0,0
7,912,0,0,0,0,0,0,0,0,0,0,0,0
8,816,0,0,0,0,0,0,0,0,0,0,0,0
9,697,0,0,0,0,0,0,0,0,0,0,0,0
10,572,0,0,0,0,0,0,0,0,0,0,0,0
11,443,0,0,0,0,0,0,0,0,0,0,0,0
12,339,0,0,0,0,0,0,0,0,0,0,0,0
13,223,0,0,0,0,0,0,0,0,0,0,0,0
14,153,0,0,0,0,0,0,0,0,0,0,0,0
15,113,0,0,0,0,0,0,0,0,0,0,0,0

########################################

=== DIGIT 7 ANALYSIS ===
--- Digit 7: B0 (Components) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,3,3,3,3,3,3,3,3,3,3,3,3,3
4,1,1,1,1,1,1,1,1,1,1,1,1,1
5,1,1,1,1,1,1,1,1,1,1,1,1,1
6,1,1,1,1,1,1,1,1,1,1,1,1,1
7,1,1,1,1,1,1,1,1,1,1,1,1,1
8,1,1,1,1,1,1,1,1,1,1,1,1,1
9,1,1,1,1,1,1,1,1,1,1,1,1,1
10,1,1,1,1,1,1,1,1,1,1,1,1,1
11,1,1,1,1,1,1,1,1,1,1,1,1,1
12,1,1,1,1,1,1,1,1,1,1,1,1,1
13,1,1,1,1,1,1,1,1,1,1,1,1,1
14,1,1,1,1,1,1,1,1,1,1,1,1,1
15,1,1,1,1,1,1,1,1,1,1,1,1,1

--- Digit 7: B1 (Holes) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,347,224,143,37,8,1,0,0,0,0,0,0,0
4,697,212,6,0,0,0,0,0,0,0,0,0,0
5,847,41,0,0,0,0,0,0,0,0,0,0,0
6,902,3,0,0,0,0,0,0,0,0,0,0,0
7,881,1,0,0,0,0,0,0,0,0,0,0,0
8,806,1,0,0,0,0,0,0,0,0,0,0,0
9,683,1,0,0,0,0,0,0,0,0,0,0,0
10,539,0,0,0,0,0,0,0,0,0,0,0,0
11,389,0,0,0,0,0,0,0,0,0,0,0,0
12,272,0,0,0,0,0,0,0,0,0,0,0,0
13,186,0,0,0,0,0,0,0,0,0,0,0,0
14,123,0,0,0,0,0,0,0,0,0,0,0,0
15,93,0,0,0,0,0,0,0,0,0,0,0,0

########################################

=== DIGIT 8 ANALYSIS ===
--- Digit 8: B0 (Components) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,1,1,1,1,1,1,1,1,1,1,1,1,1
4,1,1,1,1,1,1,1,1,1,1,1,1,1
5,1,1,1,1,1,1,1,1,1,1,1,1,1
6,1,1,1,1,1,1,1,1,1,1,1,1,1
7,1,1,1,1,1,1,1,1,1,1,1,1,1
8,1,1,1,1,1,1,1,1,1,1,1,1,1
9,1,1,1,1,1,1,1,1,1,1,1,1,1
10,1,1,1,1,1,1,1,1,1,1,1,1,1
11,1,1,1,1,1,1,1,1,1,1,1,1,1
12,1,1,1,1,1,1,1,1,1,1,1,1,1
13,1,1,1,1,1,1,1,1,1,1,1,1,1
14,1,1,1,1,1,1,1,1,1,1,1,1,1
15,1,1,1,1,1,1,1,1,1,1,1,1,1

--- Digit 8: B1 (Holes) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,425,295,127,14,1,0,0,0,0,0,0,0,0
4,854,223,1,0,0,0,0,0,0,0,0,0,0
5,1130,30,0,0,0,0,0,0,0,0,0,0,0
6,1260,4,0,0,0,0,0,0,0,0,0,0,0
7,1253,0,0,0,0,0,0,0,0,0,0,0,0
8,1161,0,0,0,0,0,0,0,0,0,0,0,0
9,1029,0,0,0,0,0,0,0,0,0,0,0,0
10,857,0,0,0,0,0,0,0,0,0,0,0,0
11,659,0,0,0,0,0,0,0,0,0,0,0,0
12,486,0,0,0,0,0,0,0,0,0,0,0,0
13,357,0,0,0,0,0,0,0,0,0,0,0,0
14,264,0,0,0,0,0,0,0,0,0,0,0,0
15,211,0,0,0,0,0,0,0,0,0,0,0,0

########################################

=== DIGIT 9 ANALYSIS ===
--- Digit 9: B0 (Components) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,2,2,2,2,2,2,2,2,2,2,2,2,2
4,1,1,1,1,1,1,1,1,1,1,1,1,1
5,1,1,1,1,1,1,1,1,1,1,1,1,1
6,1,1,1,1,1,1,1,1,1,1,1,1,1
7,1,1,1,1,1,1,1,1,1,1,1,1,1
8,1,1,1,1,1,1,1,1,1,1,1,1,1
9,1,1,1,1,1,1,1,1,1,1,1,1,1
10,1,1,1,1,1,1,1,1,1,1,1,1,1
11,1,1,1,1,1,1,1,1,1,1,1,1,1
12,1,1,1,1,1,1,1,1,1,1,1,1,1
13,1,1,1,1,1,1,1,1,1,1,1,1,1
14,1,1,1,1,1,1,1,1,1,1,1,1,1
15,1,1,1,1,1,1,1,1,1,1,1,1,1

--- Digit 9: B1 (Holes) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,353,217,126,28,2,0,0,0,0,0,0,0,0
4,720,210,2,0,0,0,0,0,0,0,0,0,0
5,909,33,0,0,0,0,0,0,0,0,0,0,0
6,995,4,0,0,0,0,0,0,0,0,0,0,0
7,981,2,0,0,0,0,0,0,0,0,0,0,0
8,843,1,0,0,0,0,0,0,0,0,0,0,0
9,716,1,0,0,0,0,0,0,0,0,0,0,0
10,571,0,0,0,0,0,0,0,0,0,0,0,0
11,449,0,0,0,0,0,0,0,0,0,0,0,0
12,314,1,0,0,0,0,0,0,0,0,0,0,0
13,238,0,0,0,0,0,0,0,0,0,0,0,0
14,181,0,0,0,0,0,0,0,0,0,0,0,0
15,146,0,0,0,0,0,0,0,0,0,0,0,0

########################################

