Trial ID: 9
Subsample Size: 1000
========================================

=== DIGIT 0 ANALYSIS ===
--- Digit 0: B0 (Components) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
13,1,1,1,1,1,1,1,1,1,1,1,1,1
14,1,1,1,1,1,1,1,1,1,1,1,1,1
15,1,1,1,1,1,1,1,1,1,1,1,1,1

--- Digit 2: B1 (Holes) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,362,259,158,32,3,0,0,0,0,0,0,0,0
4,721,252,3,0,0,0,0,0,0,0,0,0,0
5,944,72,0,0,0,0,0,0,0,0,0,0,0
6,1050,10,0,0,0,0,0,0,0,0,0,0,0
7,1055,3,0,0,0,0,0,0,0,0,0,0,0
8,965,0,0,0,0,0,0,0,0,0,0,0,0
9,864,0,0,0,0,0,0,0,0,0,0,0,0
10,729,0,0,0,0,0,0,0,0,0,0,0,0
11,581,0,0,0,0,0,0,0,0,0,0,0,0
12,473,0,0,0,0,0,0,0,0,0,0,0,0
13,360,0,0,0,0,0,0,0,0,0,0,0,0
14,288,0,0,0,0,0,0,0,0,0,0,0,0
15,218,0,0,0,0,0,0,0,0,0,0,0,0

########################################

=== DIGIT 3 ANALYSIS ===
--- Digit 3: B0 (Components) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,2,2,2,2,2,2,2,2,2,2,2,2,2
4,1,1,1,1,1,1,1,1,1,1,1,1,1
5,1,1,1,1,1,1,1,1,1,1,1,1,1
6,1,1,1,1,1,1,1,1,1,1,1,1,1
7,1,1,1,1,1,1,1,1,1,1,1,1,1
8,1,1,1,1,1,1,1,1,1,1,1,1,1
9,1,1,1,1,1,1,1,1,1,1,1,1,1
10,1,1,1,1,1,1,1,1,1,1,1,1,1
11,1,1,1,1,1,1,1,1,1,1,1,1,1
12,1,1,1,1,1,1,1,1,1,1,1,1,1
13,1,1,1,1,1,1,1,1,1,1,1,1,1
14,1,1,1,1,1,1,1,1,1,1,1,1,1
15,1,1,1,1,1,1,1,1,1,1,1,1,1

--- Digit 3: B1 (Holes) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,378,249,112,28,3,0,0,0,0,0,0,0,0
4,774,239,3,1,0,0,0,0,0,0,0,0,0
5,1007,40,0,0,0,0,0,0,0,0,0,0,0
6,1101,4,0,0,0,0,0,0,0,0,0,0,0
7,1134,0,0,0,0,0,0,0,0,0,0,0,0
8,1038,0,0,0,0,0,0,0,0,0,0,0,0
9,922,0,0,0,0,0,0,0,0,0,0,0,0
10,750,0,0,0,0,0,0,0,0,0,0,0,0
11,595,0,0,0,0,0,0,0,0,0,0,0,0
12,450,0,0,0,0,0,0,0,0,0,0,0,0
13,317,0,0,0,0,0,0,0,0,0,0,0,0
14,240,0,0,0,0,0,0,0,0,0,0,0,0
15,186,0,0,0,0,0,0,0,0,0,0,0,0

########################################

=== DIGIT 4 ANALYSIS ===
--- Digit 4: B0 (Components) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,2,2,2,2,2,2,2,2,2,2,2,2,2
4,1,1,1,1,1,1,1,1,1,1,1,1,1
5,1,1,1,1,1,1,1,1,1,1,1,1,1
6,1,1,1,1,1,1,1,1,1,1,1,1,1
7,1,1,1,1,1,1,1,1,1,1,1,1,1
8,1,1,1,1,1,1,1,1,1,1,1,1,1
9,1,1,1,1,1,1,1,1,1,1,1,1,1
10,1,1,1,1,1,1,1,1,1,1,1,1,1
11,1,1,1,1,1,1,1,1,1,1,1,1,1
12,1,1,1,1,1,1,1,1,1,1,1,1,1
13,1,1,1,1,1,1,1,1,1,1,1,1,1
14,1,1,1,1,1,1,1,1,1,1,1,1,1
15,1,1,1,1,1,1,1,1,1,1,1,1,1

--- Digit 4: B1 (Holes) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,376,246,136,27,5,1,0,0,0,0,0,0,0
4,711,228,4,0,0,0,0,0,0,0,0,0,0
5,921,52,0,0,0,0,0,0,0,0,0,0,0
6,967,5,0,0,0,0,0,0,0,0,0,0,0
7,960,1,0,0,0,0,0,0,0,0,0,0,0
8,874,1,0,0,0,0,0,0,0,0,0,0,0
9,727,1,0,0,0,0,0,0,0,0,0,0,0
10,593,0,0,0,0,0,0,0,0,0,0,0,0
11,459,0,0,0,0,0,0,0,0,0,0,0,0
12,328,0,0,0,0,0,0,0,0,0,0,0,0
13,265,0,0,0,0,0,0,0,0,0,0,0,0
14,204,0,0,0,0,0,0,0,0,0,0,0,0
15,166,0,0,0,0,0,0,0,0,0,0,0,0

########################################

=== DIGIT 5 ANALYSIS ===
--- Digit 5: B0 (Components) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,1,1,1,1,1,1,1,1,1,1,1,1,1
4,1,1,1,1,1,1,1,1,1,1,1,1,1
5,1,1,1,1,1,1,1,1,1,1,1,1,1
6,1,1,1,1,1,1,1,1,1,1,1,1,1
7,1,1,1,1,1,1,1,1,1,1,1,1,1
8,1,1,1,1,1,1,1,1,1,1,1,1,1
9,1,1,1,1,1,1,1,1,1,1,1,1,1
10,1,1,1,1,1,1,1,1,1,1,1,1,1
11,1,1,1,1,1,1,1,1,1,1,1,1,1
12,1,1,1,1,1,1,1,1,1,1,1,1,1
13,1,1,1,1,1,1,1,1,1,1,1,1,1
14,1,1,1,1,1,1,1,1,1,1,1,1,1
15,1,1,1,1,1,1,1,1,1,1,1,1,1

--- Digit 5: B1 (Holes) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,373,248,135,21,1,0,0,0,0,0,0,0,0
4,772,215,1,0,0,0,0,0,0,0,0,0,0
5,987,24,0,0,0,0,0,0,0,0,0,0,0
6,1115,3,0,0,0,0,0,0,0,0,0,0,0
7,1123,1,0,0,0,0,0,0,0,0,0,0,0
8,1067,0,0,0,0,0,0,0,0,0,0,0,0
9,892,0,0,0,0,0,0,0,0,0,0,0,0
10,690,0,0,0,0,0,0,0,0,0,0,0,0
11,511,0,0,0,0,0,0,0,0,0,0,0,0
12,344,0,0,0,0,0,0,0,0,0,0,0,0
13,264,0,0,0,0,0,0,0,0,0,0,0,0
14,197,0,0,0,0,0,0,0,0,0,0,0,0
15,152,0,0,0,0,0,0,0,0,0,0,0,0

########################################

=== DIGIT 6 ANALYSIS ===
--- Digit 6: B0 (Components) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,2,2,2,2,2,2,2,2,2,2,2,2,2
4,1,1,1,1,1,1,1,1,1,1,1,1,1
5,1,1,1,1,1,1,1,1,1,1,1,1,1
6,1,1,1,1,1,1,1,1,1,1,1,1,1
7,1,1,1,1,1,1,1,1,1,1,1,1,1
8,1,1,1,1,1,1,1,1,1,1,1,1,1
9,1,1,1,1,1,1,1,1,1,1,1,1,1
10,1,1,1,1,1,1,1,1,1,1,1,1,1
11,1,1,1,1,1,1,1,1,1,1,1,1,1
12,1,1,1,1,1,1,1,1,1,1,1,1,1
13,1,1,1,1,1,1,1,1,1,1,1,1,1
14,1,1,1,1,1,1,1,1,1,1,1,1,1
15,1,1,1,1,1,1,1,1,1,1,1,1,1

--- Digit 6: B1 (Holes) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,329,226,124,35,4,1,1,0,0,0,0,0,0
4,683,231,6,0,0,0,0,0,0,0,0,0,0
5,866,52,0,0,0,0,0,0,0,0,0,0,0
6,953,3,0,0,0,0,0,0,0,0,0,0,0
7,954,0,0,0,0,0,0,0,0,0,0,0,0
8,857,0,0,0,0,0,0,0,0,0,0,0,0
9,725,0,0,0,0,0,0,0,0,0,0,0,0
10,561,0,0,0,0,0,0,0,0,0,0,0,0
11,419,0,0,0,0,0,0,0,0,0,0,0,0
12,299,0,0,0,0,0,0,0,0,0,0,0,0
13,178,0,0,0,0,0,0,0,0,0,0,0,0
14,116,0,0,0,0,0,0,0,0,0,0,0,0
15,88,0,0,0,0,0,0,0,0,0,0,0,0

########################################

=== DIGIT 7 ANALYSIS ===
--- Digit 7: B0 (Components) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,1,1,1,1,1,1,1,1,1,1,1,1,1
4,1,1,1,1,1,1,1,1,1,1,1,1,1
5,1,1,1,1,1,1,1,1,1,1,1,1,1
6,1,1,1,1,1,1,1,1,1,1,1,1,1
7,1,1,1,1,1,1,1,1,1,1,1,1,1
8,1,1,1,1,1,1,1,1,1,1,1,1,1
9,1,1,1,1,1,1,1,1,1,1,1,1,1
10,1,1,1,1,1,1,1,1,1,1,1,1,1
11,1,1,1,1,1,1,1,1,1,1,1,1,1
12,1,1,1,1,1,1,1,1,1,1,1,1,1
13,1,1,1,1,1,1,1,1,1,1,1,1,1
14,1,1,1,1,1,1,1,1,1,1,1,1,1
15,1,1,1,1,1,1,1,1,1,1,1,1,1

--- Digit 7: B1 (Holes) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,362,233,133,18,4,0,0,0,0,0,0,0,0
4,679,195,7,0,0,0,0,0,0,0,0,0,0
5,860,35,0,0,0,0,0,0,0,0,0,0,0
6,919,6,0,0,0,0,0,0,0,0,0,0,0
7,872,1,0,0,0,0,0,0,0,0,0,0,0
8,736,2,0,0,0,0,0,0,0,0,0,0,0
9,587,2,0,0,0,0,0,0,0,0,0,0,0
10,418,2,0,0,0,0,0,0,0,0,0,0,0
11,275,2,0,0,0,0,0,0,0,0,0,0,0
12,185,0,0,0,0,0,0,0,0,0,0,0,0
13,138,0,0,0,0,0,0,0,0,0,0,0,0
14,106,0,0,0,0,0,0,0,0,0,0,0,0
15,87,0,0,0,0,0,0,0,0,0,0,0,0

########################################

=== DIGIT 8 ANALYSIS ===
--- Digit 8: B0 (Components) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,2,2,2,2,2,2,2,2,2,2,2,2,2
4,1,1,1,1,1,1,1,1,1,1,1,1,1
5,1,1,1,1,1,1,1,1,1,1,1,1,1
6,1,1,1,1,1,1,1,1,1,1,1,1,1
7,1,1,1,1,1,1,1,1,1,1,1,1,1
8,1,1,1,1,1,1,1,1,1,1,1,1,1
9,1,1,1,1,1,1,1,1,1,1,1,1,1
10,1,1,1,1,1,1,1,1,1,1,1,1,1
11,1,1,1,1,1,1,1,1,1,1,1,1,1
12,1,1,1,1,1,1,1,1,1,1,1,1,1
13,1,1,1,1,1,1,1,1,1,1,1,1,1
14,1,1,1,1,1,1,1,1,1,1,1,1,1
15,1,1,1,1,1,1,1,1,1,1,1,1,1

--- Digit 8: B1 (Holes) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,418,299,137,10,1,0,0,0,0,0,0,0,0
4,813,233,1,0,0,0,0,0,0,0,0,0,0
5,1108,40,0,0,0,0,0,0,0,0,0,0,0
6,1242,4,0,0,0,0,0,0,0,0,0,0,0
7,1281,2,0,0,0,0,0,0,0,0,0,0,0
8,1213,0,0,0,0,0,0,0,0,0,0,0,0
9,1073,0,0,0,0,0,0,0,0,0,0,0,0
10,911,0,0,0,0,0,0,0,0,0,0,0,0
11,727,0,0,0,0,0,0,0,0,0,0,0,0
12,557,0,0,0,0,0,0,0,0,0,0,0,0
13,418,0,0,0,0,0,0,0,0,0,0,0,0
14,333,0,0,0,0,0,0,0,0,0,0,0,0
15,248,0,0,0,0,0,0,0,0,0,0,0,0

########################################

=== DIGIT 9 ANALYSIS ===
--- Digit 9: B0 (Components) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,1,1,1,1,1,1,1,1,1,1,1,1,1
4,1,1,1,1,1,1,1,1,1,1,1,1,1
5,1,1,1,1,1,1,1,1,1,1,1,1,1
6,1,1,1,1,1,1,1,1,1,1,1,1,1
7,1,1,1,1,1,1,1,1,1,1,1,1,1
8,1,1,1,1,1,1,1,1,1,1,1,1,1
9,1,1,1,1,1,1,1,1,1,1,1,1,1
10,1,1,1,1,1,1,1,1,1,1,1,1,1
11,1,1,1,1,1,1,1,1,1,1,1,1,1
12,1,1,1,1,1,1,1,1,1,1,1,1,1
13,1,1,1,1,1,1,1,1,1,1,1,1,1
14,1,1,1,1,1,1,1,1,1,1,1,1,1
15,1,1,1,1,1,1,1,1,1,1,1,1,1

--- Digit 9: B1 (Holes) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,366,247,126,16,3,0,0,0,0,0,0,0,0
4,717,220,4,0,0,0,0,0,0,0,0,0,0
5,898,40,0,0,0,0,0,0,0,0,0,0,0
6,990,4,0,0,0,0,0,0,0,0,0,0,0
7,960,0,0,0,0,0,0,0,0,0,0,0,0
8,887,0,0,0,0,0,0,0,0,0,0,0,0
9,744,0,0,0,0,0,0,0,0,0,0,0,0
10,599,0,0,0,0,0,0,0,0,0,0,0,0
11,436,0,0,0,0,0,0,0,0,0,0,0,0
12,282,0,0,0,0,0,0,0,0,0,0,0,0
13,180,0,0,0,0,0,0,0,0,0,0,0,0
14,133,0,0,0,0,0,0,0,0,0,0,0,0
15,113,0,0,0,0,0,0,0,0,0,0,0,0

########################################

