Trial ID: 3
Subsample Size: 1000
========================================

=== DIGIT 0 ANALYSIS ===
--- Digit 0: B0 (Components) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,3,3,3,3,3,3,3,3,3,3,3,3,3
4,1,1,1,1,1,1,1,1,1,1,1,1,1
5,1,1,1,1,1,1,1,1,1,1,1,1,1
6,1,1,1,1,1,1,1,1,1,1,1,1,1
7,1,1,1,1,1,1,1,1,1,1,1,1,1
8,1,1,1,1,1,1,1,1,1,1,1,1,1
9,1,1,1,1,1,1,1,1,1,1,1,1,1
10,1,1,1,1,1,1,1,1,1,1,1,1,1
11,1,1,1,1,1,1,1,1,1,1,1,1,1
12,1,1,1,1,1,1,1,1,1,1,1,1,1
13,1,1,1,1,1,1,1,1,1,1,1,1,1
14,1,1,1,1,1,1,1,1,1,1,1,1,1
15,1,1,1,1,1,1,1,1,1,1,1,1,1

--- Digit 3: B1 (Holes) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,400,256,117,8,0,0,0,0,0,0,0,0,0
4,769,206,1,1,0,0,0,0,0,0,0,0,0
5,1001,17,0,0,0,0,0,0,0,0,0,0,0
6,1097,3,0,0,0,0,0,0,0,0,0,0,0
7,1129,0,0,0,0,0,0,0,0,0,0,0,0
8,1015,0,0,0,0,0,0,0,0,0,0,0,0
9,898,0,0,0,0,0,0,0,0,0,0,0,0
10,742,0,0,0,0,0,0,0,0,0,0,0,0
11,587,0,0,0,0,0,0,0,0,0,0,0,0
12,460,0,0,0,0,0,0,0,0,0,0,0,0
13,320,0,0,0,0,0,0,0,0,0,0,0,0
14,247,0,0,0,0,0,0,0,0,0,0,0,0
15,191,0,0,0,0,0,0,0,0,0,0,0,0

########################################

=== DIGIT 4 ANALYSIS ===
--- Digit 4: B0 (Components) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,2,2,2,2,2,2,2,2,2,2,2,2,2
4,1,1,1,1,1,1,1,1,1,1,1,1,1
5,1,1,1,1,1,1,1,1,1,1,1,1,1
6,1,1,1,1,1,1,1,1,1,1,1,1,1
7,1,1,1,1,1,1,1,1,1,1,1,1,1
8,1,1,1,1,1,1,1,1,1,1,1,1,1
9,1,1,1,1,1,1,1,1,1,1,1,1,1
10,1,1,1,1,1,1,1,1,1,1,1,1,1
11,1,1,1,1,1,1,1,1,1,1,1,1,1
12,1,1,1,1,1,1,1,1,1,1,1,1,1
13,1,1,1,1,1,1,1,1,1,1,1,1,1
14,1,1,1,1,1,1,1,1,1,1,1,1,1
15,1,1,1,1,1,1,1,1,1,1,1,1,1

--- Digit 4: B1 (Holes) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,371,235,137,24,2,0,0,0,0,0,0,0,0
4,736,208,5,1,0,0,0,0,0,0,0,0,0
5,946,47,0,0,0,0,0,0,0,0,0,0,0
6,1022,7,0,0,0,0,0,0,0,0,0,0,0
7,983,0,0,0,0,0,0,0,0,0,0,0,0
8,825,0,0,0,0,0,0,0,0,0,0,0,0
9,727,0,0,0,0,0,0,0,0,0,0,0,0
10,581,0,0,0,0,0,0,0,0,0,0,0,0
11,429,0,0,0,0,0,0,0,0,0,0,0,0
12,307,0,0,0,0,0,0,0,0,0,0,0,0
13,218,0,0,0,0,0,0,0,0,0,0,0,0
14,174,0,0,0,0,0,0,0,0,0,0,0,0
15,144,0,0,0,0,0,0,0,0,0,0,0,0

########################################

=== DIGIT 5 ANALYSIS ===
--- Digit 5: B0 (Components) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,1,1,1,1,1,1,1,1,1,1,1,1,1
4,1,1,1,1,1,1,1,1,1,1,1,1,1
5,1,1,1,1,1,1,1,1,1,1,1,1,1
6,1,1,1,1,1,1,1,1,1,1,1,1,1
7,1,1,1,1,1,1,1,1,1,1,1,1,1
8,1,1,1,1,1,1,1,1,1,1,1,1,1
9,1,1,1,1,1,1,1,1,1,1,1,1,1
10,1,1,1,1,1,1,1,1,1,1,1,1,1
11,1,1,1,1,1,1,1,1,1,1,1,1,1
12,1,1,1,1,1,1,1,1,1,1,1,1,1
13,1,1,1,1,1,1,1,1,1,1,1,1,1
14,1,1,1,1,1,1,1,1,1,1,1,1,1
15,1,1,1,1,1,1,1,1,1,1,1,1,1

--- Digit 5: B1 (Holes) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,380,262,121,22,2,1,0,0,0,0,0,0,0
4,767,192,3,0,0,0,0,0,0,0,0,0,0
5,1004,20,0,0,0,0,0,0,0,0,0,0,0
6,1085,1,0,0,0,0,0,0,0,0,0,0,0
7,1030,0,0,0,0,0,0,0,0,0,0,0,0
8,955,1,0,0,0,0,0,0,0,0,0,0,0
9,784,0,0,0,0,0,0,0,0,0,0,0,0
10,644,0,0,0,0,0,0,0,0,0,0,0,0
11,515,0,0,0,0,0,0,0,0,0,0,0,0
12,375,0,0,0,0,0,0,0,0,0,0,0,0
13,272,0,0,0,0,0,0,0,0,0,0,0,0
14,208,0,0,0,0,0,0,0,0,0,0,0,0
15,174,0,0,0,0,0,0,0,0,0,0,0,0

########################################

=== DIGIT 6 ANALYSIS ===
--- Digit 6: B0 (Components) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,3,3,3,3,3,3,3,3,3,3,3,3,3
4,1,1,1,1,1,1,1,1,1,1,1,1,1
5,1,1,1,1,1,1,1,1,1,1,1,1,1
6,1,1,1,1,1,1,1,1,1,1,1,1,1
7,1,1,1,1,1,1,1,1,1,1,1,1,1
8,1,1,1,1,1,1,1,1,1,1,1,1,1
9,1,1,1,1,1,1,1,1,1,1,1,1,1
10,1,1,1,1,1,1,1,1,1,1,1,1,1
11,1,1,1,1,1,1,1,1,1,1,1,1,1
12,1,1,1,1,1,1,1,1,1,1,1,1,1
13,1,1,1,1,1,1,1,1,1,1,1,1,1
14,1,1,1,1,1,1,1,1,1,1,1,1,1
15,1,1,1,1,1,1,1,1,1,1,1,1,1

--- Digit 6: B1 (Holes) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,377,257,121,24,0,0,0,0,0,0,0,0,0
4,709,206,2,0,0,0,0,0,0,0,0,0,0
5,883,40,0,0,0,0,0,0,0,0,0,0,0
6,944,3,0,0,0,0,0,0,0,0,0,0,0
7,931,0,0,0,0,0,0,0,0,0,0,0,0
8,849,0,0,0,0,0,0,0,0,0,0,0,0
9,690,0,0,0,0,0,0,0,0,0,0,0,0
10,556,0,0,0,0,0,0,0,0,0,0,0,0
11,422,0,0,0,0,0,0,0,0,0,0,0,0
12,308,0,0,0,0,0,0,0,0,0,0,0,0
13,209,0,0,0,0,0,0,0,0,0,0,0,0
14,148,0,0,0,0,0,0,0,0,0,0,0,0
15,107,0,0,0,0,0,0,0,0,0,0,0,0

########################################

=== DIGIT 7 ANALYSIS ===
--- Digit 7: B0 (Components) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,1,1,1,1,1,1,1,1,1,1,1,1,1
4,1,1,1,1,1,1,1,1,1,1,1,1,1
5,1,1,1,1,1,1,1,1,1,1,1,1,1
6,1,1,1,1,1,1,1,1,1,1,1,1,1
7,1,1,1,1,1,1,1,1,1,1,1,1,1
8,1,1,1,1,1,1,1,1,1,1,1,1,1
9,1,1,1,1,1,1,1,1,1,1,1,1,1
10,1,1,1,1,1,1,1,1,1,1,1,1,1
11,1,1,1,1,1,1,1,1,1,1,1,1,1
12,1,1,1,1,1,1,1,1,1,1,1,1,1
13,1,1,1,1,1,1,1,1,1,1,1,1,1
14,1,1,1,1,1,1,1,1,1,1,1,1,1
15,1,1,1,1,1,1,1,1,1,1,1,1,1

--- Digit 7: B1 (Holes) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,380,230,100,26,0,0,0,0,0,0,0,0,0
4,709,180,5,0,0,0,0,0,0,0,0,0,0
5,860,41,0,0,0,0,0,0,0,0,0,0,0
6,915,2,0,0,0,0,0,0,0,0,0,0,0
7,859,3,0,0,0,0,0,0,0,0,0,0,0
8,727,1,0,0,0,0,0,0,0,0,0,0,0
9,551,0,0,0,0,0,0,0,0,0,0,0,0
10,418,0,0,0,0,0,0,0,0,0,0,0,0
11,295,0,0,0,0,0,0,0,0,0,0,0,0
12,202,0,0,0,0,0,0,0,0,0,0,0,0
13,139,0,0,0,0,0,0,0,0,0,0,0,0
14,98,0,0,0,0,0,0,0,0,0,0,0,0
15,78,1,0,0,0,0,0,0,0,0,0,0,0

########################################

=== DIGIT 8 ANALYSIS ===
--- Digit 8: B0 (Components) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,3,3,3,3,3,3,3,3,3,3,3,3,3
4,1,1,1,1,1,1,1,1,1,1,1,1,1
5,1,1,1,1,1,1,1,1,1,1,1,1,1
6,1,1,1,1,1,1,1,1,1,1,1,1,1
7,1,1,1,1,1,1,1,1,1,1,1,1,1
8,1,1,1,1,1,1,1,1,1,1,1,1,1
9,1,1,1,1,1,1,1,1,1,1,1,1,1
10,1,1,1,1,1,1,1,1,1,1,1,1,1
11,1,1,1,1,1,1,1,1,1,1,1,1,1
12,1,1,1,1,1,1,1,1,1,1,1,1,1
13,1,1,1,1,1,1,1,1,1,1,1,1,1
14,1,1,1,1,1,1,1,1,1,1,1,1,1
15,1,1,1,1,1,1,1,1,1,1,1,1,1

--- Digit 8: B1 (Holes) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,420,265,106,12,1,0,0,0,0,0,0,0,0
4,814,200,1,0,0,0,0,0,0,0,0,0,0
5,1064,24,0,0,0,0,0,0,0,0,0,0,0
6,1190,2,0,0,0,0,0,0,0,0,0,0,0
7,1211,0,0,0,0,0,0,0,0,0,0,0,0
8,1138,0,0,0,0,0,0,0,0,0,0,0,0
9,1024,0,0,0,0,0,0,0,0,0,0,0,0
10,834,0,0,0,0,0,0,0,0,0,0,0,0
11,626,0,0,0,0,0,0,0,0,0,0,0,0
12,467,0,0,0,0,0,0,0,0,0,0,0,0
13,348,0,0,0,0,0,0,0,0,0,0,0,0
14,262,0,0,0,0,0,0,0,0,0,0,0,0
15,202,0,0,0,0,0,0,0,0,0,0,0,0

########################################

=== DIGIT 9 ANALYSIS ===
--- Digit 9: B0 (Components) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,2,2,2,2,2,2,2,2,2,2,2,2,2
4,1,1,1,1,1,1,1,1,1,1,1,1,1
5,1,1,1,1,1,1,1,1,1,1,1,1,1
6,1,1,1,1,1,1,1,1,1,1,1,1,1
7,1,1,1,1,1,1,1,1,1,1,1,1,1
8,1,1,1,1,1,1,1,1,1,1,1,1,1
9,1,1,1,1,1,1,1,1,1,1,1,1,1
10,1,1,1,1,1,1,1,1,1,1,1,1,1
11,1,1,1,1,1,1,1,1,1,1,1,1,1
12,1,1,1,1,1,1,1,1,1,1,1,1,1
13,1,1,1,1,1,1,1,1,1,1,1,1,1
14,1,1,1,1,1,1,1,1,1,1,1,1,1
15,1,1,1,1,1,1,1,1,1,1,1,1,1

--- Digit 9: B1 (Holes) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,381,253,112,20,1,1,0,0,0,0,0,0,0
4,720,210,3,2,0,0,0,0,0,0,0,0,0
5,894,26,0,0,0,0,0,0,0,0,0,0,0
6,968,3,0,0,0,0,0,0,0,0,0,0,0
7,941,2,0,0,0,0,0,0,0,0,0,0,0
8,836,2,0,0,0,0,0,0,0,0,0,0,0
9,700,1,0,0,0,0,0,0,0,0,0,0,0
10,562,1,0,0,0,0,0,0,0,0,0,0,0
11,397,1,0,0,0,0,0,0,0,0,0,0,0
12,265,1,0,0,0,0,0,0,0,0,0,0,0
13,180,1,0,0,0,0,0,0,0,0,0,0,0
14,140,0,0,0,0,0,0,0,0,0,0,0,0
15,112,0,0,0,0,0,0,0,0,0,0,0,0

########################################

