Trial ID: 0
Subsample Size: 1000
========================================

=== DIGIT 0 ANALYSIS ===
--- Digit 0: B0 (Components) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,1,1,1,1,1,1,1,1,1,1,1,1,1
4,1,1,1,1,1,1,1,1,1,1,1,1,1
5,1,1,1,1,1,1,1,1,1,1,1,1,1
6,1,1,1,1,1,1,1,1,1,1,1,1,1
7,1,1,1,1,1,1,1,1,1,1,1,1,1
8,1,1,1,1,1,1,1,1,1,1,1,1,1
9,1,1,1,1,1,1,1,1,1,1,1,1,1
10,1,1,1,1,1,1,1,1,1,1,1,1,1
11,1,1,1,1,1,1,1,1,1,1,1,1,1
12,1,1,1,1,1,1,1,1,1,1,1,1,1
13,1,1,1,1,1,1,1,1,1,1,1,1,1
14,1,1,1,1,1,1,1,1,1,1,1,1,1
15,1,1,1,1,1,1,1,1,1,1,1,1,1

--- Digit 3: B1 (Holes) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,421,276,122,21,1,0,0,0,0,0,0,0,0
4,844,227,0,0,0,0,0,0,0,0,0,0,0
5,1102,30,0,0,0,0,0,0,0,0,0,0,0
6,1195,1,0,0,0,0,0,0,0,0,0,0,0
7,1184,0,0,0,0,0,0,0,0,0,0,0,0
8,1088,0,0,0,0,0,0,0,0,0,0,0,0
9,958,0,0,0,0,0,0,0,0,0,0,0,0
10,791,0,0,0,0,0,0,0,0,0,0,0,0
11,581,0,0,0,0,0,0,0,0,0,0,0,0
12,412,0,0,0,0,0,0,0,0,0,0,0,0
13,292,0,0,0,0,0,0,0,0,0,0,0,0
14,222,0,0,0,0,0,0,0,0,0,0,0,0
15,177,0,0,0,0,0,0,0,0,0,0,0,0

########################################

=== DIGIT 4 ANALYSIS ===
--- Digit 4: B0 (Components) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,1,1,1,1,1,1,1,1,1,1,1,1,1
4,1,1,1,1,1,1,1,1,1,1,1,1,1
5,1,1,1,1,1,1,1,1,1,1,1,1,1
6,1,1,1,1,1,1,1,1,1,1,1,1,1
7,1,1,1,1,1,1,1,1,1,1,1,1,1
8,1,1,1,1,1,1,1,1,1,1,1,1,1
9,1,1,1,1,1,1,1,1,1,1,1,1,1
10,1,1,1,1,1,1,1,1,1,1,1,1,1
11,1,1,1,1,1,1,1,1,1,1,1,1,1
12,1,1,1,1,1,1,1,1,1,1,1,1,1
13,1,1,1,1,1,1,1,1,1,1,1,1,1
14,1,1,1,1,1,1,1,1,1,1,1,1,1
15,1,1,1,1,1,1,1,1,1,1,1,1,1

--- Digit 4: B1 (Holes) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,367,240,125,23,5,1,0,0,0,0,0,0,0
4,712,207,2,0,0,0,0,0,0,0,0,0,0
5,941,28,0,0,0,0,0,0,0,0,0,0,0
6,1035,4,0,0,0,0,0,0,0,0,0,0,0
7,972,0,0,0,0,0,0,0,0,0,0,0,0
8,879,0,0,0,0,0,0,0,0,0,0,0,0
9,718,0,0,0,0,0,0,0,0,0,0,0,0
10,560,0,0,0,0,0,0,0,0,0,0,0,0
11,414,0,0,0,0,0,0,0,0,0,0,0,0
12,281,0,0,0,0,0,0,0,0,0,0,0,0
13,209,0,0,0,0,0,0,0,0,0,0,0,0
14,151,0,0,0,0,0,0,0,0,0,0,0,0
15,112,0,0,0,0,0,0,0,0,0,0,0,0

########################################

=== DIGIT 5 ANALYSIS ===
--- Digit 5: B0 (Components) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,1,1,1,1,1,1,1,1,1,1,1,1,1
4,1,1,1,1,1,1,1,1,1,1,1,1,1
5,1,1,1,1,1,1,1,1,1,1,1,1,1
6,1,1,1,1,1,1,1,1,1,1,1,1,1
7,1,1,1,1,1,1,1,1,1,1,1,1,1
8,1,1,1,1,1,1,1,1,1,1,1,1,1
9,1,1,1,1,1,1,1,1,1,1,1,1,1
10,1,1,1,1,1,1,1,1,1,1,1,1,1
11,1,1,1,1,1,1,1,1,1,1,1,1,1
12,1,1,1,1,1,1,1,1,1,1,1,1,1
13,1,1,1,1,1,1,1,1,1,1,1,1,1
14,1,1,1,1,1,1,1,1,1,1,1,1,1
15,1,1,1,1,1,1,1,1,1,1,1,1,1

--- Digit 5: B1 (Holes) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,383,247,129,26,2,0,0,0,0,0,0,0,0
4,749,201,3,0,0,0,0,0,0,0,0,0,0
5,983,35,0,0,0,0,0,0,0,0,0,0,0
6,1088,6,0,0,0,0,0,0,0,0,0,0,0
7,1076,3,0,0,0,0,0,0,0,0,0,0,0
8,986,1,0,0,0,0,0,0,0,0,0,0,0
9,853,1,0,0,0,0,0,0,0,0,0,0,0
10,690,1,0,0,0,0,0,0,0,0,0,0,0
11,530,1,0,0,0,0,0,0,0,0,0,0,0
12,384,1,0,0,0,0,0,0,0,0,0,0,0
13,283,0,0,0,0,0,0,0,0,0,0,0,0
14,213,0,0,0,0,0,0,0,0,0,0,0,0
15,165,0,0,0,0,0,0,0,0,0,0,0,0

########################################

=== DIGIT 6 ANALYSIS ===
--- Digit 6: B0 (Components) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,3,3,3,3,3,3,3,3,3,3,3,3,3
4,1,1,1,1,1,1,1,1,1,1,1,1,1
5,1,1,1,1,1,1,1,1,1,1,1,1,1
6,1,1,1,1,1,1,1,1,1,1,1,1,1
7,1,1,1,1,1,1,1,1,1,1,1,1,1
8,1,1,1,1,1,1,1,1,1,1,1,1,1
9,1,1,1,1,1,1,1,1,1,1,1,1,1
10,1,1,1,1,1,1,1,1,1,1,1,1,1
11,1,1,1,1,1,1,1,1,1,1,1,1,1
12,1,1,1,1,1,1,1,1,1,1,1,1,1
13,1,1,1,1,1,1,1,1,1,1,1,1,1
14,1,1,1,1,1,1,1,1,1,1,1,1,1
15,1,1,1,1,1,1,1,1,1,1,1,1,1

--- Digit 6: B1 (Holes) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,337,219,133,38,4,1,0,0,0,0,0,0,0
4,725,246,2,0,0,0,0,0,0,0,0,0,0
5,909,39,0,0,0,0,0,0,0,0,0,0,0
6,1011,1,0,0,0,0,0,0,0,0,0,0,0
7,985,0,0,0,0,0,0,0,0,0,0,0,0
8,910,1,0,0,0,0,0,0,0,0,0,0,0
9,759,0,0,0,0,0,0,0,0,0,0,0,0
10,572,0,0,0,0,0,0,0,0,0,0,0,0
11,408,0,0,0,0,0,0,0,0,0,0,0,0
12,289,0,0,0,0,0,0,0,0,0,0,0,0
13,215,0,0,0,0,0,0,0,0,0,0,0,0
14,162,0,0,0,0,0,0,0,0,0,0,0,0
15,133,0,0,0,0,0,0,0,0,0,0,0,0

########################################

=== DIGIT 7 ANALYSIS ===
--- Digit 7: B0 (Components) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,1,1,1,1,1,1,1,1,1,1,1,1,1
4,1,1,1,1,1,1,1,1,1,1,1,1,1
5,1,1,1,1,1,1,1,1,1,1,1,1,1
6,1,1,1,1,1,1,1,1,1,1,1,1,1
7,1,1,1,1,1,1,1,1,1,1,1,1,1
8,1,1,1,1,1,1,1,1,1,1,1,1,1
9,1,1,1,1,1,1,1,1,1,1,1,1,1
10,1,1,1,1,1,1,1,1,1,1,1,1,1
11,1,1,1,1,1,1,1,1,1,1,1,1,1
12,1,1,1,1,1,1,1,1,1,1,1,1,1
13,1,1,1,1,1,1,1,1,1,1,1,1,1
14,1,1,1,1,1,1,1,1,1,1,1,1,1
15,1,1,1,1,1,1,1,1,1,1,1,1,1

--- Digit 7: B1 (Holes) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,366,238,133,34,3,1,0,0,0,0,0,0,0
4,715,234,6,0,0,0,0,0,0,0,0,0,0
5,894,46,0,0,0,0,0,0,0,0,0,0,0
6,944,4,0,0,0,0,0,0,0,0,0,0,0
7,888,1,0,0,0,0,0,0,0,0,0,0,0
8,764,0,0,0,0,0,0,0,0,0,0,0,0
9,609,0,0,0,0,0,0,0,0,0,0,0,0
10,437,0,0,0,0,0,0,0,0,0,0,0,0
11,296,0,0,0,0,0,0,0,0,0,0,0,0
12,193,0,0,0,0,0,0,0,0,0,0,0,0
13,140,0,0,0,0,0,0,0,0,0,0,0,0
14,109,0,0,0,0,0,0,0,0,0,0,0,0
15,88,0,0,0,0,0,0,0,0,0,0,0,0

########################################

=== DIGIT 8 ANALYSIS ===
--- Digit 8: B0 (Components) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,1,1,1,1,1,1,1,1,1,1,1,1,1
4,1,1,1,1,1,1,1,1,1,1,1,1,1
5,1,1,1,1,1,1,1,1,1,1,1,1,1
6,1,1,1,1,1,1,1,1,1,1,1,1,1
7,1,1,1,1,1,1,1,1,1,1,1,1,1
8,1,1,1,1,1,1,1,1,1,1,1,1,1
9,1,1,1,1,1,1,1,1,1,1,1,1,1
10,1,1,1,1,1,1,1,1,1,1,1,1,1
11,1,1,1,1,1,1,1,1,1,1,1,1,1
12,1,1,1,1,1,1,1,1,1,1,1,1,1
13,1,1,1,1,1,1,1,1,1,1,1,1,1
14,1,1,1,1,1,1,1,1,1,1,1,1,1
15,1,1,1,1,1,1,1,1,1,1,1,1,1

--- Digit 8: B1 (Holes) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,437,271,118,13,1,0,0,0,0,0,0,0,0
4,821,203,4,0,0,0,0,0,0,0,0,0,0
5,1052,30,0,0,0,0,0,0,0,0,0,0,0
6,1146,9,0,0,0,0,0,0,0,0,0,0,0
7,1164,2,0,0,0,0,0,0,0,0,0,0,0
8,1105,0,0,0,0,0,0,0,0,0,0,0,0
9,962,0,0,0,0,0,0,0,0,0,0,0,0
10,825,0,0,0,0,0,0,0,0,0,0,0,0
11,695,0,0,0,0,0,0,0,0,0,0,0,0
12,518,0,0,0,0,0,0,0,0,0,0,0,0
13,385,0,0,0,0,0,0,0,0,0,0,0,0
14,310,0,0,0,0,0,0,0,0,0,0,0,0
15,247,0,0,0,0,0,0,0,0,0,0,0,0

########################################

=== DIGIT 9 ANALYSIS ===
--- Digit 9: B0 (Components) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,3,3,3,3,3,3,3,3,3,3,3,3,3
4,2,2,2,2,2,2,2,2,2,2,2,2,2
5,1,1,1,1,1,1,1,1,1,1,1,1,1
6,1,1,1,1,1,1,1,1,1,1,1,1,1
7,1,1,1,1,1,1,1,1,1,1,1,1,1
8,1,1,1,1,1,1,1,1,1,1,1,1,1
9,1,1,1,1,1,1,1,1,1,1,1,1,1
10,1,1,1,1,1,1,1,1,1,1,1,1,1
11,1,1,1,1,1,1,1,1,1,1,1,1,1
12,1,1,1,1,1,1,1,1,1,1,1,1,1
13,1,1,1,1,1,1,1,1,1,1,1,1,1
14,1,1,1,1,1,1,1,1,1,1,1,1,1
15,1,1,1,1,1,1,1,1,1,1,1,1,1

--- Digit 9: B1 (Holes) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,364,233,136,30,2,0,0,0,0,0,0,0,0
4,720,206,4,1,0,0,0,0,0,0,0,0,0
5,917,34,1,0,0,0,0,0,0,0,0,0,0
6,951,6,0,0,0,0,0,0,0,0,0,0,0
7,919,3,0,0,0,0,0,0,0,0,0,0,0
8,817,2,0,0,0,0,0,0,0,0,0,0,0
9,688,1,0,0,0,0,0,0,0,0,0,0,0
10,531,0,0,0,0,0,0,0,0,0,0,0,0
11,400,0,0,0,0,0,0,0,0,0,0,0,0
12,282,0,0,0,0,0,0,0,0,0,0,0,0
13,202,0,0,0,0,0,0,0,0,0,0,0,0
14,145,0,0,0,0,0,0,0,0,0,0,0,0
15,119,0,0,0,0,0,0,0,0,0,0,0,0

########################################

