Trial ID: 2
Subsample Size: 1000
========================================

=== DIGIT 0 ANALYSIS ===
--- Digit 0: B0 (Components) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
13,1,1,1,1,1,1,1,1,1,1,1,1,1
14,1,1,1,1,1,1,1,1,1,1,1,1,1
15,1,1,1,1,1,1,1,1,1,1,1,1,1

--- Digit 2: B1 (Holes) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,369,247,149,42,3,0,0,0,0,0,0,0,0
4,747,292,2,0,0,0,0,0,0,0,0,0,0
5,973,75,0,0,0,0,0,0,0,0,0,0,0
6,1132,7,0,0,0,0,0,0,0,0,0,0,0
7,1138,2,0,0,0,0,0,0,0,0,0,0,0
8,1091,0,0,0,0,0,0,0,0,0,0,0,0
9,975,0,0,0,0,0,0,0,0,0,0,0,0
10,807,0,0,0,0,0,0,0,0,0,0,0,0
11,667,0,0,0,0,0,0,0,0,0,0,0,0
12,538,0,0,0,0,0,0,0,0,0,0,0,0
13,415,0,0,0,0,0,0,0,0,0,0,0,0
14,317,0,0,0,0,0,0,0,0,0,0,0,0
15,249,0,0,0,0,0,0,0,0,0,0,0,0

########################################

=== DIGIT 3 ANALYSIS ===
--- Digit 3: B0 (Components) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,2,2,2,2,2,2,2,2,2,2,2,2,2
4,1,1,1,1,1,1,1,1,1,1,1,1,1
5,1,1,1,1,1,1,1,1,1,1,1,1,1
6,1,1,1,1,1,1,1,1,1,1,1,1,1
7,1,1,1,1,1,1,1,1,1,1,1,1,1
8,1,1,1,1,1,1,1,1,1,1,1,1,1
9,1,1,1,1,1,1,1,1,1,1,1,1,1
10,1,1,1,1,1,1,1,1,1,1,1,1,1
11,1,1,1,1,1,1,1,1,1,1,1,1,1
12,1,1,1,1,1,1,1,1,1,1,1,1,1
13,1,1,1,1,1,1,1,1,1,1,1,1,1
14,1,1,1,1,1,1,1,1,1,1,1,1,1
15,1,1,1,1,1,1,1,1,1,1,1,1,1

--- Digit 3: B1 (Holes) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,404,271,126,20,1,0,0,0,0,0,0,0,0
4,797,236,3,0,0,0,0,0,0,0,0,0,0
5,990,42,0,0,0,0,0,0,0,0,0,0,0
6,1091,4,0,0,0,0,0,0,0,0,0,0,0
7,1104,1,0,0,0,0,0,0,0,0,0,0,0
8,1043,0,0,0,0,0,0,0,0,0,0,0,0
9,930,0,0,0,0,0,0,0,0,0,0,0,0
10,758,0,0,0,0,0,0,0,0,0,0,0,0
11,603,0,0,0,0,0,0,0,0,0,0,0,0
12,453,0,0,0,0,0,0,0,0,0,0,0,0
13,334,0,0,0,0,0,0,0,0,0,0,0,0
14,256,0,0,0,0,0,0,0,0,0,0,0,0
15,206,0,0,0,0,0,0,0,0,0,0,0,0

########################################

=== DIGIT 4 ANALYSIS ===
--- Digit 4: B0 (Components) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,1,1,1,1,1,1,1,1,1,1,1,1,1
4,1,1,1,1,1,1,1,1,1,1,1,1,1
5,1,1,1,1,1,1,1,1,1,1,1,1,1
6,1,1,1,1,1,1,1,1,1,1,1,1,1
7,1,1,1,1,1,1,1,1,1,1,1,1,1
8,1,1,1,1,1,1,1,1,1,1,1,1,1
9,1,1,1,1,1,1,1,1,1,1,1,1,1
10,1,1,1,1,1,1,1,1,1,1,1,1,1
11,1,1,1,1,1,1,1,1,1,1,1,1,1
12,1,1,1,1,1,1,1,1,1,1,1,1,1
13,1,1,1,1,1,1,1,1,1,1,1,1,1
14,1,1,1,1,1,1,1,1,1,1,1,1,1
15,1,1,1,1,1,1,1,1,1,1,1,1,1

--- Digit 4: B1 (Holes) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,382,251,137,36,3,0,0,0,0,0,0,0,0
4,748,207,3,0,0,0,0,0,0,0,0,0,0
5,920,39,0,0,0,0,0,0,0,0,0,0,0
6,954,4,0,0,0,0,0,0,0,0,0,0,0
7,925,0,0,0,0,0,0,0,0,0,0,0,0
8,837,0,0,0,0,0,0,0,0,0,0,0,0
9,722,0,0,0,0,0,0,0,0,0,0,0,0
10,577,0,0,0,0,0,0,0,0,0,0,0,0
11,439,0,0,0,0,0,0,0,0,0,0,0,0
12,320,0,0,0,0,0,0,0,0,0,0,0,0
13,243,0,0,0,0,0,0,0,0,0,0,0,0
14,184,0,0,0,0,0,0,0,0,0,0,0,0
15,142,0,0,0,0,0,0,0,0,0,0,0,0

########################################

=== DIGIT 5 ANALYSIS ===
--- Digit 5: B0 (Components) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,2,2,2,2,2,2,2,2,2,2,2,2,2
4,1,1,1,1,1,1,1,1,1,1,1,1,1
5,1,1,1,1,1,1,1,1,1,1,1,1,1
6,1,1,1,1,1,1,1,1,1,1,1,1,1
7,1,1,1,1,1,1,1,1,1,1,1,1,1
8,1,1,1,1,1,1,1,1,1,1,1,1,1
9,1,1,1,1,1,1,1,1,1,1,1,1,1
10,1,1,1,1,1,1,1,1,1,1,1,1,1
11,1,1,1,1,1,1,1,1,1,1,1,1,1
12,1,1,1,1,1,1,1,1,1,1,1,1,1
13,1,1,1,1,1,1,1,1,1,1,1,1,1
14,1,1,1,1,1,1,1,1,1,1,1,1,1
15,1,1,1,1,1,1,1,1,1,1,1,1,1

--- Digit 5: B1 (Holes) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,395,245,123,28,1,0,0,0,0,0,0,0,0
4,743,209,4,0,0,0,0,0,0,0,0,0,0
5,954,38,0,0,0,0,0,0,0,0,0,0,0
6,1025,5,0,0,0,0,0,0,0,0,0,0,0
7,1029,1,0,0,0,0,0,0,0,0,0,0,0
8,956,1,0,0,0,0,0,0,0,0,0,0,0
9,815,1,0,0,0,0,0,0,0,0,0,0,0
10,660,1,0,0,0,0,0,0,0,0,0,0,0
11,495,0,0,0,0,0,0,0,0,0,0,0,0
12,343,0,0,0,0,0,0,0,0,0,0,0,0
13,249,0,0,0,0,0,0,0,0,0,0,0,0
14,184,0,0,0,0,0,0,0,0,0,0,0,0
15,149,0,0,0,0,0,0,0,0,0,0,0,0

########################################

=== DIGIT 6 ANALYSIS ===
--- Digit 6: B0 (Components) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,1,1,1,1,1,1,1,1,1,1,1,1,1
4,1,1,1,1,1,1,1,1,1,1,1,1,1
5,1,1,1,1,1,1,1,1,1,1,1,1,1
6,1,1,1,1,1,1,1,1,1,1,1,1,1
7,1,1,1,1,1,1,1,1,1,1,1,1,1
8,1,1,1,1,1,1,1,1,1,1,1,1,1
9,1,1,1,1,1,1,1,1,1,1,1,1,1
10,1,1,1,1,1,1,1,1,1,1,1,1,1
11,1,1,1,1,1,1,1,1,1,1,1,1,1
12,1,1,1,1,1,1,1,1,1,1,1,1,1
13,1,1,1,1,1,1,1,1,1,1,1,1,1
14,1,1,1,1,1,1,1,1,1,1,1,1,1
15,1,1,1,1,1,1,1,1,1,1,1,1,1

--- Digit 6: B1 (Holes) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,372,245,137,13,1,1,0,0,0,0,0,0,0
4,700,207,1,0,0,0,0,0,0,0,0,0,0
5,904,35,0,0,0,0,0,0,0,0,0,0,0
6,945,3,0,0,0,0,0,0,0,0,0,0,0
7,938,1,0,0,0,0,0,0,0,0,0,0,0
8,849,0,0,0,0,0,0,0,0,0,0,0,0
9,735,0,0,0,0,0,0,0,0,0,0,0,0
10,584,0,0,0,0,0,0,0,0,0,0,0,0
11,428,1,0,0,0,0,0,0,0,0,0,0,0
12,281,0,0,0,0,0,0,0,0,0,0,0,0
13,200,0,0,0,0,0,0,0,0,0,0,0,0
14,144,0,0,0,0,0,0,0,0,0,0,0,0
15,108,0,0,0,0,0,0,0,0,0,0,0,0

########################################

=== DIGIT 7 ANALYSIS ===
--- Digit 7: B0 (Components) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,2,2,2,2,2,2,2,2,2,2,2,2,2
4,1,1,1,1,1,1,1,1,1,1,1,1,1
5,1,1,1,1,1,1,1,1,1,1,1,1,1
6,1,1,1,1,1,1,1,1,1,1,1,1,1
7,1,1,1,1,1,1,1,1,1,1,1,1,1
8,1,1,1,1,1,1,1,1,1,1,1,1,1
9,1,1,1,1,1,1,1,1,1,1,1,1,1
10,1,1,1,1,1,1,1,1,1,1,1,1,1
11,1,1,1,1,1,1,1,1,1,1,1,1,1
12,1,1,1,1,1,1,1,1,1,1,1,1,1
13,1,1,1,1,1,1,1,1,1,1,1,1,1
14,1,1,1,1,1,1,1,1,1,1,1,1,1
15,1,1,1,1,1,1,1,1,1,1,1,1,1

--- Digit 7: B1 (Holes) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,337,217,120,36,6,1,0,0,0,0,0,0,0
4,685,223,3,0,0,0,0,0,0,0,0,0,0
5,847,42,0,0,0,0,0,0,0,0,0,0,0
6,904,6,0,0,0,0,0,0,0,0,0,0,0
7,854,1,0,0,0,0,0,0,0,0,0,0,0
8,752,1,0,0,0,0,0,0,0,0,0,0,0
9,647,1,0,0,0,0,0,0,0,0,0,0,0
10,495,1,0,0,0,0,0,0,0,0,0,0,0
11,364,0,0,0,0,0,0,0,0,0,0,0,0
12,250,0,0,0,0,0,0,0,0,0,0,0,0
13,166,0,0,0,0,0,0,0,0,0,0,0,0
14,107,0,0,0,0,0,0,0,0,0,0,0,0
15,85,0,0,0,0,0,0,0,0,0,0,0,0

########################################

=== DIGIT 8 ANALYSIS ===
--- Digit 8: B0 (Components) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,2,2,2,2,2,2,2,2,2,2,2,2,2
4,1,1,1,1,1,1,1,1,1,1,1,1,1
5,1,1,1,1,1,1,1,1,1,1,1,1,1
6,1,1,1,1,1,1,1,1,1,1,1,1,1
7,1,1,1,1,1,1,1,1,1,1,1,1,1
8,1,1,1,1,1,1,1,1,1,1,1,1,1
9,1,1,1,1,1,1,1,1,1,1,1,1,1
10,1,1,1,1,1,1,1,1,1,1,1,1,1
11,1,1,1,1,1,1,1,1,1,1,1,1,1
12,1,1,1,1,1,1,1,1,1,1,1,1,1
13,1,1,1,1,1,1,1,1,1,1,1,1,1
14,1,1,1,1,1,1,1,1,1,1,1,1,1
15,1,1,1,1,1,1,1,1,1,1,1,1,1

--- Digit 8: B1 (Holes) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,402,273,125,17,1,0,0,0,0,0,0,0,0
4,815,250,4,0,0,0,0,0,0,0,0,0,0
5,1066,40,0,0,0,0,0,0,0,0,0,0,0
6,1161,9,0,0,0,0,0,0,0,0,0,0,0
7,1196,2,0,0,0,0,0,0,0,0,0,0,0
8,1121,0,0,0,0,0,0,0,0,0,0,0,0
9,970,0,0,0,0,0,0,0,0,0,0,0,0
10,820,0,0,0,0,0,0,0,0,0,0,0,0
11,653,0,0,0,0,0,0,0,0,0,0,0,0
12,500,0,0,0,0,0,0,0,0,0,0,0,0
13,381,0,0,0,0,0,0,0,0,0,0,0,0
14,293,0,0,0,0,0,0,0,0,0,0,0,0
15,219,0,0,0,0,0,0,0,0,0,0,0,0

########################################

=== DIGIT 9 ANALYSIS ===
--- Digit 9: B0 (Components) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,3,3,3,3,3,3,3,3,3,3,3,3,3
4,1,1,1,1,1,1,1,1,1,1,1,1,1
5,1,1,1,1,1,1,1,1,1,1,1,1,1
6,1,1,1,1,1,1,1,1,1,1,1,1,1
7,1,1,1,1,1,1,1,1,1,1,1,1,1
8,1,1,1,1,1,1,1,1,1,1,1,1,1
9,1,1,1,1,1,1,1,1,1,1,1,1,1
10,1,1,1,1,1,1,1,1,1,1,1,1,1
11,1,1,1,1,1,1,1,1,1,1,1,1,1
12,1,1,1,1,1,1,1,1,1,1,1,1,1
13,1,1,1,1,1,1,1,1,1,1,1,1,1
14,1,1,1,1,1,1,1,1,1,1,1,1,1
15,1,1,1,1,1,1,1,1,1,1,1,1,1

--- Digit 9: B1 (Holes) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,342,223,102,24,1,0,0,0,0,0,0,0,0
4,674,219,2,0,0,0,0,0,0,0,0,0,0
5,860,37,0,0,0,0,0,0,0,0,0,0,0
6,945,3,0,0,0,0,0,0,0,0,0,0,0
7,965,3,0,0,0,0,0,0,0,0,0,0,0
8,880,2,0,0,0,0,0,0,0,0,0,0,0
9,731,1,0,0,0,0,0,0,0,0,0,0,0
10,566,1,0,0,0,0,0,0,0,0,0,0,0
11,413,0,0,0,0,0,0,0,0,0,0,0,0
12,293,0,0,0,0,0,0,0,0,0,0,0,0
13,196,0,0,0,0,0,0,0,0,0,0,0,0
14,125,0,0,0,0,0,0,0,0,0,0,0,0
15,101,0,0,0,0,0,0,0,0,0,0,0,0

########################################

