Trial ID: 16
Subsample Size: 1000
========================================

=== DIGIT 0 ANALYSIS ===
--- Digit 0: B0 (Components) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
13,1,1,1,1,1,1,1,1,1,1,1,1,1
14,1,1,1,1,1,1,1,1,1,1,1,1,1
15,1,1,1,1,1,1,1,1,1,1,1,1,1

--- Digit 2: B1 (Holes) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,340,242,148,38,6,1,0,0,0,0,0,0,0
4,722,260,7,0,0,0,0,0,0,0,0,0,0
5,964,76,0,0,0,0,0,0,0,0,0,0,0
6,1069,6,0,0,0,0,0,0,0,0,0,0,0
7,1088,1,0,0,0,0,0,0,0,0,0,0,0
8,1058,0,0,0,0,0,0,0,0,0,0,0,0
9,959,0,0,0,0,0,0,0,0,0,0,0,0
10,804,0,0,0,0,0,0,0,0,0,0,0,0
11,673,0,0,0,0,0,0,0,0,0,0,0,0
12,523,0,0,0,0,0,0,0,0,0,0,0,0
13,403,0,0,0,0,0,0,0,0,0,0,0,0
14,307,0,0,0,0,0,0,0,0,0,0,0,0
15,213,0,0,0,0,0,0,0,0,0,0,0,0

########################################

=== DIGIT 3 ANALYSIS ===
--- Digit 3: B0 (Components) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,1,1,1,1,1,1,1,1,1,1,1,1,1
4,1,1,1,1,1,1,1,1,1,1,1,1,1
5,1,1,1,1,1,1,1,1,1,1,1,1,1
6,1,1,1,1,1,1,1,1,1,1,1,1,1
7,1,1,1,1,1,1,1,1,1,1,1,1,1
8,1,1,1,1,1,1,1,1,1,1,1,1,1
9,1,1,1,1,1,1,1,1,1,1,1,1,1
10,1,1,1,1,1,1,1,1,1,1,1,1,1
11,1,1,1,1,1,1,1,1,1,1,1,1,1
12,1,1,1,1,1,1,1,1,1,1,1,1,1
13,1,1,1,1,1,1,1,1,1,1,1,1,1
14,1,1,1,1,1,1,1,1,1,1,1,1,1
15,1,1,1,1,1,1,1,1,1,1,1,1,1

--- Digit 3: B1 (Holes) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,407,261,120,21,1,0,0,0,0,0,0,0,0
4,802,227,2,0,0,0,0,0,0,0,0,0,0
5,1020,41,0,0,0,0,0,0,0,0,0,0,0
6,1109,5,0,0,0,0,0,0,0,0,0,0,0
7,1130,1,0,0,0,0,0,0,0,0,0,0,0
8,1032,0,0,0,0,0,0,0,0,0,0,0,0
9,865,0,0,0,0,0,0,0,0,0,0,0,0
10,730,0,0,0,0,0,0,0,0,0,0,0,0
11,563,0,0,0,0,0,0,0,0,0,0,0,0
12,402,0,0,0,0,0,0,0,0,0,0,0,0
13,279,0,0,0,0,0,0,0,0,0,0,0,0
14,222,0,0,0,0,0,0,0,0,0,0,0,0
15,181,0,0,0,0,0,0,0,0,0,0,0,0

########################################

=== DIGIT 4 ANALYSIS ===
--- Digit 4: B0 (Components) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,1,1,1,1,1,1,1,1,1,1,1,1,1
4,1,1,1,1,1,1,1,1,1,1,1,1,1
5,1,1,1,1,1,1,1,1,1,1,1,1,1
6,1,1,1,1,1,1,1,1,1,1,1,1,1
7,1,1,1,1,1,1,1,1,1,1,1,1,1
8,1,1,1,1,1,1,1,1,1,1,1,1,1
9,1,1,1,1,1,1,1,1,1,1,1,1,1
10,1,1,1,1,1,1,1,1,1,1,1,1,1
11,1,1,1,1,1,1,1,1,1,1,1,1,1
12,1,1,1,1,1,1,1,1,1,1,1,1,1
13,1,1,1,1,1,1,1,1,1,1,1,1,1
14,1,1,1,1,1,1,1,1,1,1,1,1,1
15,1,1,1,1,1,1,1,1,1,1,1,1,1

--- Digit 4: B1 (Holes) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,349,217,116,34,2,0,0,0,0,0,0,0,0
4,717,174,4,0,0,0,0,0,0,0,0,0,0
5,913,33,1,0,0,0,0,0,0,0,0,0,0
6,943,8,0,0,0,0,0,0,0,0,0,0,0
7,910,4,0,0,0,0,0,0,0,0,0,0,0
8,802,1,0,0,0,0,0,0,0,0,0,0,0
9,661,0,0,0,0,0,0,0,0,0,0,0,0
10,511,0,0,0,0,0,0,0,0,0,0,0,0
11,398,0,0,0,0,0,0,0,0,0,0,0,0
12,302,0,0,0,0,0,0,0,0,0,0,0,0
13,213,0,0,0,0,0,0,0,0,0,0,0,0
14,165,0,0,0,0,0,0,0,0,0,0,0,0
15,133,0,0,0,0,0,0,0,0,0,0,0,0

########################################

=== DIGIT 5 ANALYSIS ===
--- Digit 5: B0 (Components) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,3,3,3,3,3,3,3,3,3,3,3,3,3
4,1,1,1,1,1,1,1,1,1,1,1,1,1
5,1,1,1,1,1,1,1,1,1,1,1,1,1
6,1,1,1,1,1,1,1,1,1,1,1,1,1
7,1,1,1,1,1,1,1,1,1,1,1,1,1
8,1,1,1,1,1,1,1,1,1,1,1,1,1
9,1,1,1,1,1,1,1,1,1,1,1,1,1
10,1,1,1,1,1,1,1,1,1,1,1,1,1
11,1,1,1,1,1,1,1,1,1,1,1,1,1
12,1,1,1,1,1,1,1,1,1,1,1,1,1
13,1,1,1,1,1,1,1,1,1,1,1,1,1
14,1,1,1,1,1,1,1,1,1,1,1,1,1
15,1,1,1,1,1,1,1,1,1,1,1,1,1

--- Digit 5: B1 (Holes) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,390,233,113,20,2,0,0,0,0,0,0,0,0
4,765,189,1,0,0,0,0,0,0,0,0,0,0
5,949,34,1,0,0,0,0,0,0,0,0,0,0
6,1008,3,0,0,0,0,0,0,0,0,0,0,0
7,1017,1,0,0,0,0,0,0,0,0,0,0,0
8,883,1,0,0,0,0,0,0,0,0,0,0,0
9,768,1,0,0,0,0,0,0,0,0,0,0,0
10,637,1,0,0,0,0,0,0,0,0,0,0,0
11,485,1,0,0,0,0,0,0,0,0,0,0,0
12,346,0,0,0,0,0,0,0,0,0,0,0,0
13,281,0,0,0,0,0,0,0,0,0,0,0,0
14,207,0,0,0,0,0,0,0,0,0,0,0,0
15,169,0,0,0,0,0,0,0,0,0,0,0,0

########################################

=== DIGIT 6 ANALYSIS ===
--- Digit 6: B0 (Components) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,2,2,2,2,2,2,2,2,2,2,2,2,2
4,1,1,1,1,1,1,1,1,1,1,1,1,1
5,1,1,1,1,1,1,1,1,1,1,1,1,1
6,1,1,1,1,1,1,1,1,1,1,1,1,1
7,1,1,1,1,1,1,1,1,1,1,1,1,1
8,1,1,1,1,1,1,1,1,1,1,1,1,1
9,1,1,1,1,1,1,1,1,1,1,1,1,1
10,1,1,1,1,1,1,1,1,1,1,1,1,1
11,1,1,1,1,1,1,1,1,1,1,1,1,1
12,1,1,1,1,1,1,1,1,1,1,1,1,1
13,1,1,1,1,1,1,1,1,1,1,1,1,1
14,1,1,1,1,1,1,1,1,1,1,1,1,1
15,1,1,1,1,1,1,1,1,1,1,1,1,1

--- Digit 6: B1 (Holes) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,344,243,143,21,3,0,0,0,0,0,0,0,0
4,697,229,0,0,0,0,0,0,0,0,0,0,0
5,881,41,0,0,0,0,0,0,0,0,0,0,0
6,960,5,0,0,0,0,0,0,0,0,0,0,0
7,934,2,0,0,0,0,0,0,0,0,0,0,0
8,857,0,0,0,0,0,0,0,0,0,0,0,0
9,721,0,0,0,0,0,0,0,0,0,0,0,0
10,564,0,0,0,0,0,0,0,0,0,0,0,0
11,407,0,0,0,0,0,0,0,0,0,0,0,0
12,298,0,0,0,0,0,0,0,0,0,0,0,0
13,198,0,0,0,0,0,0,0,0,0,0,0,0
14,137,0,0,0,0,0,0,0,0,0,0,0,0
15,106,0,0,0,0,0,0,0,0,0,0,0,0

########################################

=== DIGIT 7 ANALYSIS ===
--- Digit 7: B0 (Components) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,3,3,3,3,3,3,3,3,3,3,3,3,3
4,1,1,1,1,1,1,1,1,1,1,1,1,1
5,1,1,1,1,1,1,1,1,1,1,1,1,1
6,1,1,1,1,1,1,1,1,1,1,1,1,1
7,1,1,1,1,1,1,1,1,1,1,1,1,1
8,1,1,1,1,1,1,1,1,1,1,1,1,1
9,1,1,1,1,1,1,1,1,1,1,1,1,1
10,1,1,1,1,1,1,1,1,1,1,1,1,1
11,1,1,1,1,1,1,1,1,1,1,1,1,1
12,1,1,1,1,1,1,1,1,1,1,1,1,1
13,1,1,1,1,1,1,1,1,1,1,1,1,1
14,1,1,1,1,1,1,1,1,1,1,1,1,1
15,1,1,1,1,1,1,1,1,1,1,1,1,1

--- Digit 7: B1 (Holes) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,350,234,115,23,0,0,0,0,0,0,0,0,0
4,702,208,2,0,0,0,0,0,0,0,0,0,0
5,890,27,0,0,0,0,0,0,0,0,0,0,0
6,914,2,0,0,0,0,0,0,0,0,0,0,0
7,864,1,0,0,0,0,0,0,0,0,0,0,0
8,752,1,0,0,0,0,0,0,0,0,0,0,0
9,631,2,0,0,0,0,0,0,0,0,0,0,0
10,483,1,0,0,0,0,0,0,0,0,0,0,0
11,341,0,0,0,0,0,0,0,0,0,0,0,0
12,242,0,0,0,0,0,0,0,0,0,0,0,0
13,161,0,0,0,0,0,0,0,0,0,0,0,0
14,127,0,0,0,0,0,0,0,0,0,0,0,0
15,107,0,0,0,0,0,0,0,0,0,0,0,0

########################################

=== DIGIT 8 ANALYSIS ===
--- Digit 8: B0 (Components) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,2,2,2,2,2,2,2,2,2,2,2,2,2
4,1,1,1,1,1,1,1,1,1,1,1,1,1
5,1,1,1,1,1,1,1,1,1,1,1,1,1
6,1,1,1,1,1,1,1,1,1,1,1,1,1
7,1,1,1,1,1,1,1,1,1,1,1,1,1
8,1,1,1,1,1,1,1,1,1,1,1,1,1
9,1,1,1,1,1,1,1,1,1,1,1,1,1
10,1,1,1,1,1,1,1,1,1,1,1,1,1
11,1,1,1,1,1,1,1,1,1,1,1,1,1
12,1,1,1,1,1,1,1,1,1,1,1,1,1
13,1,1,1,1,1,1,1,1,1,1,1,1,1
14,1,1,1,1,1,1,1,1,1,1,1,1,1
15,1,1,1,1,1,1,1,1,1,1,1,1,1

--- Digit 8: B1 (Holes) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,429,285,110,10,1,0,0,0,0,0,0,0,0
4,823,216,2,0,0,0,0,0,0,0,0,0,0
5,1066,19,0,0,0,0,0,0,0,0,0,0,0
6,1180,4,0,0,0,0,0,0,0,0,0,0,0
7,1214,1,0,0,0,0,0,0,0,0,0,0,0
8,1131,0,0,0,0,0,0,0,0,0,0,0,0
9,1035,0,0,0,0,0,0,0,0,0,0,0,0
10,851,0,0,0,0,0,0,0,0,0,0,0,0
11,688,0,0,0,0,0,0,0,0,0,0,0,0
12,546,0,0,0,0,0,0,0,0,0,0,0,0
13,394,0,0,0,0,0,0,0,0,0,0,0,0
14,303,0,0,0,0,0,0,0,0,0,0,0,0
15,243,0,0,0,0,0,0,0,0,0,0,0,0

########################################

=== DIGIT 9 ANALYSIS ===
--- Digit 9: B0 (Components) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,2,2,2,2,2,2,2,2,2,2,2,2,2
4,2,2,2,2,2,2,2,2,2,2,2,2,2
5,1,1,1,1,1,1,1,1,1,1,1,1,1
6,1,1,1,1,1,1,1,1,1,1,1,1,1
7,1,1,1,1,1,1,1,1,1,1,1,1,1
8,1,1,1,1,1,1,1,1,1,1,1,1,1
9,1,1,1,1,1,1,1,1,1,1,1,1,1
10,1,1,1,1,1,1,1,1,1,1,1,1,1
11,1,1,1,1,1,1,1,1,1,1,1,1,1
12,1,1,1,1,1,1,1,1,1,1,1,1,1
13,1,1,1,1,1,1,1,1,1,1,1,1,1
14,1,1,1,1,1,1,1,1,1,1,1,1,1
15,1,1,1,1,1,1,1,1,1,1,1,1,1

--- Digit 9: B1 (Holes) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,345,223,112,30,1,0,0,0,0,0,0,0,0
4,721,204,0,0,0,0,0,0,0,0,0,0,0
5,909,33,0,0,0,0,0,0,0,0,0,0,0
6,971,8,0,0,0,0,0,0,0,0,0,0,0
7,936,1,0,0,0,0,0,0,0,0,0,0,0
8,829,1,0,0,0,0,0,0,0,0,0,0,0
9,717,1,0,0,0,0,0,0,0,0,0,0,0
10,574,0,0,0,0,0,0,0,0,0,0,0,0
11,421,0,0,0,0,0,0,0,0,0,0,0,0
12,299,0,0,0,0,0,0,0,0,0,0,0,0
13,222,0,0,0,0,0,0,0,0,0,0,0,0
14,171,0,0,0,0,0,0,0,0,0,0,0,0
15,129,0,0,0,0,0,0,0,0,0,0,0,0

########################################

