Trial ID: 11
Subsample Size: 1000
========================================

=== DIGIT 0 ANALYSIS ===
--- Digit 0: B0 (Components) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
13,1,1,1,1,1,1,1,1,1,1,1,1,1
14,1,1,1,1,1,1,1,1,1,1,1,1,1
15,1,1,1,1,1,1,1,1,1,1,1,1,1

--- Digit 2: B1 (Holes) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,366,247,123,42,2,0,0,0,0,0,0,0,0
4,738,277,5,0,0,0,0,0,0,0,0,0,0
5,979,82,0,0,0,0,0,0,0,0,0,0,0
6,1103,7,0,0,0,0,0,0,0,0,0,0,0
7,1155,1,0,0,0,0,0,0,0,0,0,0,0
8,1121,1,0,0,0,0,0,0,0,0,0,0,0
9,1030,1,0,0,0,0,0,0,0,0,0,0,0
10,858,0,0,0,0,0,0,0,0,0,0,0,0
11,712,0,0,0,0,0,0,0,0,0,0,0,0
12,551,0,0,0,0,0,0,0,0,0,0,0,0
13,434,0,0,0,0,0,0,0,0,0,0,0,0
14,321,0,0,0,0,0,0,0,0,0,0,0,0
15,225,0,0,0,0,0,0,0,0,0,0,0,0

########################################

=== DIGIT 3 ANALYSIS ===
--- Digit 3: B0 (Components) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,1,1,1,1,1,1,1,1,1,1,1,1,1
4,1,1,1,1,1,1,1,1,1,1,1,1,1
5,1,1,1,1,1,1,1,1,1,1,1,1,1
6,1,1,1,1,1,1,1,1,1,1,1,1,1
7,1,1,1,1,1,1,1,1,1,1,1,1,1
8,1,1,1,1,1,1,1,1,1,1,1,1,1
9,1,1,1,1,1,1,1,1,1,1,1,1,1
10,1,1,1,1,1,1,1,1,1,1,1,1,1
11,1,1,1,1,1,1,1,1,1,1,1,1,1
12,1,1,1,1,1,1,1,1,1,1,1,1,1
13,1,1,1,1,1,1,1,1,1,1,1,1,1
14,1,1,1,1,1,1,1,1,1,1,1,1,1
15,1,1,1,1,1,1,1,1,1,1,1,1,1

--- Digit 3: B1 (Holes) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,391,265,142,18,2,0,0,0,0,0,0,0,0
4,746,248,4,0,0,0,0,0,0,0,0,0,0
5,1004,41,0,0,0,0,0,0,0,0,0,0,0
6,1123,5,0,0,0,0,0,0,0,0,0,0,0
7,1138,2,0,0,0,0,0,0,0,0,0,0,0
8,1075,1,0,0,0,0,0,0,0,0,0,0,0
9,914,0,0,0,0,0,0,0,0,0,0,0,0
10,768,0,0,0,0,0,0,0,0,0,0,0,0
11,620,0,0,0,0,0,0,0,0,0,0,0,0
12,452,0,0,0,0,0,0,0,0,0,0,0,0
13,307,0,0,0,0,0,0,0,0,0,0,0,0
14,230,0,0,0,0,0,0,0,0,0,0,0,0
15,180,0,0,0,0,0,0,0,0,0,0,0,0

########################################

=== DIGIT 4 ANALYSIS ===
--- Digit 4: B0 (Components) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,1,1,1,1,1,1,1,1,1,1,1,1,1
4,1,1,1,1,1,1,1,1,1,1,1,1,1
5,1,1,1,1,1,1,1,1,1,1,1,1,1
6,1,1,1,1,1,1,1,1,1,1,1,1,1
7,1,1,1,1,1,1,1,1,1,1,1,1,1
8,1,1,1,1,1,1,1,1,1,1,1,1,1
9,1,1,1,1,1,1,1,1,1,1,1,1,1
10,1,1,1,1,1,1,1,1,1,1,1,1,1
11,1,1,1,1,1,1,1,1,1,1,1,1,1
12,1,1,1,1,1,1,1,1,1,1,1,1,1
13,1,1,1,1,1,1,1,1,1,1,1,1,1
14,1,1,1,1,1,1,1,1,1,1,1,1,1
15,1,1,1,1,1,1,1,1,1,1,1,1,1

--- Digit 4: B1 (Holes) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,378,243,119,21,1,0,0,0,0,0,0,0,0
4,757,191,7,0,0,0,0,0,0,0,0,0,0
5,954,38,1,0,0,0,0,0,0,0,0,0,0
6,969,9,0,0,0,0,0,0,0,0,0,0,0
7,948,3,0,0,0,0,0,0,0,0,0,0,0
8,839,2,0,0,0,0,0,0,0,0,0,0,0
9,699,0,0,0,0,0,0,0,0,0,0,0,0
10,558,0,0,0,0,0,0,0,0,0,0,0,0
11,430,0,0,0,0,0,0,0,0,0,0,0,0
12,323,0,0,0,0,0,0,0,0,0,0,0,0
13,239,0,0,0,0,0,0,0,0,0,0,0,0
14,196,0,0,0,0,0,0,0,0,0,0,0,0
15,151,0,0,0,0,0,0,0,0,0,0,0,0

########################################

=== DIGIT 5 ANALYSIS ===
--- Digit 5: B0 (Components) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,1,1,1,1,1,1,1,1,1,1,1,1,1
4,1,1,1,1,1,1,1,1,1,1,1,1,1
5,1,1,1,1,1,1,1,1,1,1,1,1,1
6,1,1,1,1,1,1,1,1,1,1,1,1,1
7,1,1,1,1,1,1,1,1,1,1,1,1,1
8,1,1,1,1,1,1,1,1,1,1,1,1,1
9,1,1,1,1,1,1,1,1,1,1,1,1,1
10,1,1,1,1,1,1,1,1,1,1,1,1,1
11,1,1,1,1,1,1,1,1,1,1,1,1,1
12,1,1,1,1,1,1,1,1,1,1,1,1,1
13,1,1,1,1,1,1,1,1,1,1,1,1,1
14,1,1,1,1,1,1,1,1,1,1,1,1,1
15,1,1,1,1,1,1,1,1,1,1,1,1,1

--- Digit 5: B1 (Holes) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,382,266,126,24,1,0,0,0,0,0,0,0,0
4,759,194,4,0,0,0,0,0,0,0,0,0,0
5,995,31,0,0,0,0,0,0,0,0,0,0,0
6,1091,4,0,0,0,0,0,0,0,0,0,0,0
7,1042,3,0,0,0,0,0,0,0,0,0,0,0
8,964,0,0,0,0,0,0,0,0,0,0,0,0
9,840,0,0,0,0,0,0,0,0,0,0,0,0
10,673,0,0,0,0,0,0,0,0,0,0,0,0
11,513,0,0,0,0,0,0,0,0,0,0,0,0
12,385,0,0,0,0,0,0,0,0,0,0,0,0
13,285,0,0,0,0,0,0,0,0,0,0,0,0
14,228,0,0,0,0,0,0,0,0,0,0,0,0
15,169,0,0,0,0,0,0,0,0,0,0,0,0

########################################

=== DIGIT 6 ANALYSIS ===
--- Digit 6: B0 (Components) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,2,2,2,2,2,2,2,2,2,2,2,2,2
4,1,1,1,1,1,1,1,1,1,1,1,1,1
5,1,1,1,1,1,1,1,1,1,1,1,1,1
6,1,1,1,1,1,1,1,1,1,1,1,1,1
7,1,1,1,1,1,1,1,1,1,1,1,1,1
8,1,1,1,1,1,1,1,1,1,1,1,1,1
9,1,1,1,1,1,1,1,1,1,1,1,1,1
10,1,1,1,1,1,1,1,1,1,1,1,1,1
11,1,1,1,1,1,1,1,1,1,1,1,1,1
12,1,1,1,1,1,1,1,1,1,1,1,1,1
13,1,1,1,1,1,1,1,1,1,1,1,1,1
14,1,1,1,1,1,1,1,1,1,1,1,1,1
15,1,1,1,1,1,1,1,1,1,1,1,1,1

--- Digit 6: B1 (Holes) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,330,214,119,38,3,1,1,1,0,0,0,0,0
4,691,222,8,1,0,0,0,0,0,0,0,0,0
5,875,55,1,0,0,0,0,0,0,0,0,0,0
6,960,8,1,0,0,0,0,0,0,0,0,0,0
7,923,5,0,0,0,0,0,0,0,0,0,0,0
8,822,3,0,0,0,0,0,0,0,0,0,0,0
9,699,2,0,0,0,0,0,0,0,0,0,0,0
10,543,1,0,0,0,0,0,0,0,0,0,0,0
11,451,0,0,0,0,0,0,0,0,0,0,0,0
12,321,0,0,0,0,0,0,0,0,0,0,0,0
13,223,0,0,0,0,0,0,0,0,0,0,0,0
14,156,0,0,0,0,0,0,0,0,0,0,0,0
15,113,0,0,0,0,0,0,0,0,0,0,0,0

########################################

=== DIGIT 7 ANALYSIS ===
--- Digit 7: B0 (Components) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,1,1,1,1,1,1,1,1,1,1,1,1,1
4,1,1,1,1,1,1,1,1,1,1,1,1,1
5,1,1,1,1,1,1,1,1,1,1,1,1,1
6,1,1,1,1,1,1,1,1,1,1,1,1,1
7,1,1,1,1,1,1,1,1,1,1,1,1,1
8,1,1,1,1,1,1,1,1,1,1,1,1,1
9,1,1,1,1,1,1,1,1,1,1,1,1,1
10,1,1,1,1,1,1,1,1,1,1,1,1,1
11,1,1,1,1,1,1,1,1,1,1,1,1,1
12,1,1,1,1,1,1,1,1,1,1,1,1,1
13,1,1,1,1,1,1,1,1,1,1,1,1,1
14,1,1,1,1,1,1,1,1,1,1,1,1,1
15,1,1,1,1,1,1,1,1,1,1,1,1,1

--- Digit 7: B1 (Holes) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,352,226,117,38,1,0,0,0,0,0,0,0,0
4,693,200,10,0,0,0,0,0,0,0,0,0,0
5,848,50,0,0,0,0,0,0,0,0,0,0,0
6,891,8,0,0,0,0,0,0,0,0,0,0,0
7,853,0,0,0,0,0,0,0,0,0,0,0,0
8,721,0,0,0,0,0,0,0,0,0,0,0,0
9,580,0,0,0,0,0,0,0,0,0,0,0,0
10,440,0,0,0,0,0,0,0,0,0,0,0,0
11,335,0,0,0,0,0,0,0,0,0,0,0,0
12,232,0,0,0,0,0,0,0,0,0,0,0,0
13,158,0,0,0,0,0,0,0,0,0,0,0,0
14,118,0,0,0,0,0,0,0,0,0,0,0,0
15,91,0,0,0,0,0,0,0,0,0,0,0,0

########################################

=== DIGIT 8 ANALYSIS ===
--- Digit 8: B0 (Components) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,3,3,3,3,3,3,3,3,3,3,3,3,3
4,1,1,1,1,1,1,1,1,1,1,1,1,1
5,1,1,1,1,1,1,1,1,1,1,1,1,1
6,1,1,1,1,1,1,1,1,1,1,1,1,1
7,1,1,1,1,1,1,1,1,1,1,1,1,1
8,1,1,1,1,1,1,1,1,1,1,1,1,1
9,1,1,1,1,1,1,1,1,1,1,1,1,1
10,1,1,1,1,1,1,1,1,1,1,1,1,1
11,1,1,1,1,1,1,1,1,1,1,1,1,1
12,1,1,1,1,1,1,1,1,1,1,1,1,1
13,1,1,1,1,1,1,1,1,1,1,1,1,1
14,1,1,1,1,1,1,1,1,1,1,1,1,1
15,1,1,1,1,1,1,1,1,1,1,1,1,1

--- Digit 8: B1 (Holes) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,415,293,129,20,1,0,0,0,0,0,0,0,0
4,839,251,1,0,0,0,0,0,0,0,0,0,0
5,1093,26,0,0,0,0,0,0,0,0,0,0,0
6,1193,5,0,0,0,0,0,0,0,0,0,0,0
7,1195,3,0,0,0,0,0,0,0,0,0,0,0
8,1161,0,0,0,0,0,0,0,0,0,0,0,0
9,1010,0,0,0,0,0,0,0,0,0,0,0,0
10,856,0,0,0,0,0,0,0,0,0,0,0,0
11,679,0,0,0,0,0,0,0,0,0,0,0,0
12,526,0,0,0,0,0,0,0,0,0,0,0,0
13,376,0,0,0,0,0,0,0,0,0,0,0,0
14,290,0,0,0,0,0,0,0,0,0,0,0,0
15,239,0,0,0,0,0,0,0,0,0,0,0,0

########################################

=== DIGIT 9 ANALYSIS ===
--- Digit 9: B0 (Components) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,1,1,1,1,1,1,1,1,1,1,1,1,1
4,1,1,1,1,1,1,1,1,1,1,1,1,1
5,1,1,1,1,1,1,1,1,1,1,1,1,1
6,1,1,1,1,1,1,1,1,1,1,1,1,1
7,1,1,1,1,1,1,1,1,1,1,1,1,1
8,1,1,1,1,1,1,1,1,1,1,1,1,1
9,1,1,1,1,1,1,1,1,1,1,1,1,1
10,1,1,1,1,1,1,1,1,1,1,1,1,1
11,1,1,1,1,1,1,1,1,1,1,1,1,1
12,1,1,1,1,1,1,1,1,1,1,1,1,1
13,1,1,1,1,1,1,1,1,1,1,1,1,1
14,1,1,1,1,1,1,1,1,1,1,1,1,1
15,1,1,1,1,1,1,1,1,1,1,1,1,1

--- Digit 9: B1 (Holes) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,369,236,132,25,2,0,0,0,0,0,0,0,0
4,721,199,2,0,0,0,0,0,0,0,0,0,0
5,893,32,0,0,0,0,0,0,0,0,0,0,0
6,955,4,0,0,0,0,0,0,0,0,0,0,0
7,921,0,0,0,0,0,0,0,0,0,0,0,0
8,820,0,0,0,0,0,0,0,0,0,0,0,0
9,710,0,0,0,0,0,0,0,0,0,0,0,0
10,549,0,0,0,0,0,0,0,0,0,0,0,0
11,400,0,0,0,0,0,0,0,0,0,0,0,0
12,289,0,0,0,0,0,0,0,0,0,0,0,0
13,212,0,0,0,0,0,0,0,0,0,0,0,0
14,148,0,0,0,0,0,0,0,0,0,0,0,0
15,109,0,0,0,0,0,0,0,0,0,0,0,0

########################################

