Trial ID: 12
Subsample Size: 1000
========================================

=== DIGIT 0 ANALYSIS ===
--- Digit 0: B0 (Components) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
13,1,1,1,1,1,1,1,1,1,1,1,1,1
14,1,1,1,1,1,1,1,1,1,1,1,1,1
15,1,1,1,1,1,1,1,1,1,1,1,1,1

--- Digit 2: B1 (Holes) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,349,230,124,37,9,0,0,0,0,0,0,0,0
4,707,240,8,1,0,0,0,0,0,0,0,0,0
5,957,57,0,0,0,0,0,0,0,0,0,0,0
6,1077,13,0,0,0,0,0,0,0,0,0,0,0
7,1070,4,0,0,0,0,0,0,0,0,0,0,0
8,1040,0,0,0,0,0,0,0,0,0,0,0,0
9,934,0,0,0,0,0,0,0,0,0,0,0,0
10,819,0,0,0,0,0,0,0,0,0,0,0,0
11,678,0,0,0,0,0,0,0,0,0,0,0,0
12,534,0,0,0,0,0,0,0,0,0,0,0,0
13,410,0,0,0,0,0,0,0,0,0,0,0,0
14,297,0,0,0,0,0,0,0,0,0,0,0,0
15,228,0,0,0,0,0,0,0,0,0,0,0,0

########################################

=== DIGIT 3 ANALYSIS ===
--- Digit 3: B0 (Components) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,2,2,2,2,2,2,2,2,2,2,2,2,2
4,1,1,1,1,1,1,1,1,1,1,1,1,1
5,1,1,1,1,1,1,1,1,1,1,1,1,1
6,1,1,1,1,1,1,1,1,1,1,1,1,1
7,1,1,1,1,1,1,1,1,1,1,1,1,1
8,1,1,1,1,1,1,1,1,1,1,1,1,1
9,1,1,1,1,1,1,1,1,1,1,1,1,1
10,1,1,1,1,1,1,1,1,1,1,1,1,1
11,1,1,1,1,1,1,1,1,1,1,1,1,1
12,1,1,1,1,1,1,1,1,1,1,1,1,1
13,1,1,1,1,1,1,1,1,1,1,1,1,1
14,1,1,1,1,1,1,1,1,1,1,1,1,1
15,1,1,1,1,1,1,1,1,1,1,1,1,1

--- Digit 3: B1 (Holes) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,392,274,126,15,1,0,0,0,0,0,0,0,0
4,794,268,1,0,0,0,0,0,0,0,0,0,0
5,1031,57,0,0,0,0,0,0,0,0,0,0,0
6,1155,3,0,0,0,0,0,0,0,0,0,0,0
7,1135,1,0,0,0,0,0,0,0,0,0,0,0
8,1063,1,0,0,0,0,0,0,0,0,0,0,0
9,922,0,0,0,0,0,0,0,0,0,0,0,0
10,778,0,0,0,0,0,0,0,0,0,0,0,0
11,600,0,0,0,0,0,0,0,0,0,0,0,0
12,457,0,0,0,0,0,0,0,0,0,0,0,0
13,313,0,0,0,0,0,0,0,0,0,0,0,0
14,216,0,0,0,0,0,0,0,0,0,0,0,0
15,159,0,0,0,0,0,0,0,0,0,0,0,0

########################################

=== DIGIT 4 ANALYSIS ===
--- Digit 4: B0 (Components) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,1,1,1,1,1,1,1,1,1,1,1,1,1
4,1,1,1,1,1,1,1,1,1,1,1,1,1
5,1,1,1,1,1,1,1,1,1,1,1,1,1
6,1,1,1,1,1,1,1,1,1,1,1,1,1
7,1,1,1,1,1,1,1,1,1,1,1,1,1
8,1,1,1,1,1,1,1,1,1,1,1,1,1
9,1,1,1,1,1,1,1,1,1,1,1,1,1
10,1,1,1,1,1,1,1,1,1,1,1,1,1
11,1,1,1,1,1,1,1,1,1,1,1,1,1
12,1,1,1,1,1,1,1,1,1,1,1,1,1
13,1,1,1,1,1,1,1,1,1,1,1,1,1
14,1,1,1,1,1,1,1,1,1,1,1,1,1
15,1,1,1,1,1,1,1,1,1,1,1,1,1

--- Digit 4: B1 (Holes) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,396,233,121,29,3,0,0,0,0,0,0,0,0
4,761,207,3,0,0,0,0,0,0,0,0,0,0
5,942,36,0,0,0,0,0,0,0,0,0,0,0
6,1033,9,0,0,0,0,0,0,0,0,0,0,0
7,988,1,0,0,0,0,0,0,0,0,0,0,0
8,889,1,0,0,0,0,0,0,0,0,0,0,0
9,751,0,0,0,0,0,0,0,0,0,0,0,0
10,601,0,0,0,0,0,0,0,0,0,0,0,0
11,435,0,0,0,0,0,0,0,0,0,0,0,0
12,311,0,0,0,0,0,0,0,0,0,0,0,0
13,239,0,0,0,0,0,0,0,0,0,0,0,0
14,190,0,0,0,0,0,0,0,0,0,0,0,0
15,151,0,0,0,0,0,0,0,0,0,0,0,0

########################################

=== DIGIT 5 ANALYSIS ===
--- Digit 5: B0 (Components) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,1,1,1,1,1,1,1,1,1,1,1,1,1
4,1,1,1,1,1,1,1,1,1,1,1,1,1
5,1,1,1,1,1,1,1,1,1,1,1,1,1
6,1,1,1,1,1,1,1,1,1,1,1,1,1
7,1,1,1,1,1,1,1,1,1,1,1,1,1
8,1,1,1,1,1,1,1,1,1,1,1,1,1
9,1,1,1,1,1,1,1,1,1,1,1,1,1
10,1,1,1,1,1,1,1,1,1,1,1,1,1
11,1,1,1,1,1,1,1,1,1,1,1,1,1
12,1,1,1,1,1,1,1,1,1,1,1,1,1
13,1,1,1,1,1,1,1,1,1,1,1,1,1
14,1,1,1,1,1,1,1,1,1,1,1,1,1
15,1,1,1,1,1,1,1,1,1,1,1,1,1

--- Digit 5: B1 (Holes) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,374,238,121,20,1,0,0,0,0,0,0,0,0
4,740,199,3,0,0,0,0,0,0,0,0,0,0
5,988,32,0,0,0,0,0,0,0,0,0,0,0
6,1074,4,0,0,0,0,0,0,0,0,0,0,0
7,1045,1,0,0,0,0,0,0,0,0,0,0,0
8,983,0,0,0,0,0,0,0,0,0,0,0,0
9,856,0,0,0,0,0,0,0,0,0,0,0,0
10,687,0,0,0,0,0,0,0,0,0,0,0,0
11,517,0,0,0,0,0,0,0,0,0,0,0,0
12,356,0,0,0,0,0,0,0,0,0,0,0,0
13,251,0,0,0,0,0,0,0,0,0,0,0,0
14,190,0,0,0,0,0,0,0,0,0,0,0,0
15,155,0,0,0,0,0,0,0,0,0,0,0,0

########################################

=== DIGIT 6 ANALYSIS ===
--- Digit 6: B0 (Components) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,2,2,2,2,2,2,2,2,2,2,2,2,2
4,1,1,1,1,1,1,1,1,1,1,1,1,1
5,1,1,1,1,1,1,1,1,1,1,1,1,1
6,1,1,1,1,1,1,1,1,1,1,1,1,1
7,1,1,1,1,1,1,1,1,1,1,1,1,1
8,1,1,1,1,1,1,1,1,1,1,1,1,1
9,1,1,1,1,1,1,1,1,1,1,1,1,1
10,1,1,1,1,1,1,1,1,1,1,1,1,1
11,1,1,1,1,1,1,1,1,1,1,1,1,1
12,1,1,1,1,1,1,1,1,1,1,1,1,1
13,1,1,1,1,1,1,1,1,1,1,1,1,1
14,1,1,1,1,1,1,1,1,1,1,1,1,1
15,1,1,1,1,1,1,1,1,1,1,1,1,1

--- Digit 6: B1 (Holes) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,332,227,160,38,3,0,0,0,0,0,0,0,0
4,689,252,2,0,0,0,0,0,0,0,0,0,0
5,880,41,0,0,0,0,0,0,0,0,0,0,0
6,939,0,0,0,0,0,0,0,0,0,0,0,0
7,880,0,0,0,0,0,0,0,0,0,0,0,0
8,797,0,0,0,0,0,0,0,0,0,0,0,0
9,681,0,0,0,0,0,0,0,0,0,0,0,0
10,533,0,0,0,0,0,0,0,0,0,0,0,0
11,396,0,0,0,0,0,0,0,0,0,0,0,0
12,280,0,0,0,0,0,0,0,0,0,0,0,0
13,195,0,0,0,0,0,0,0,0,0,0,0,0
14,141,0,0,0,0,0,0,0,0,0,0,0,0
15,101,0,0,0,0,0,0,0,0,0,0,0,0

########################################

=== DIGIT 7 ANALYSIS ===
--- Digit 7: B0 (Components) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,2,2,2,2,2,2,2,2,2,2,2,2,2
4,1,1,1,1,1,1,1,1,1,1,1,1,1
5,1,1,1,1,1,1,1,1,1,1,1,1,1
6,1,1,1,1,1,1,1,1,1,1,1,1,1
7,1,1,1,1,1,1,1,1,1,1,1,1,1
8,1,1,1,1,1,1,1,1,1,1,1,1,1
9,1,1,1,1,1,1,1,1,1,1,1,1,1
10,1,1,1,1,1,1,1,1,1,1,1,1,1
11,1,1,1,1,1,1,1,1,1,1,1,1,1
12,1,1,1,1,1,1,1,1,1,1,1,1,1
13,1,1,1,1,1,1,1,1,1,1,1,1,1
14,1,1,1,1,1,1,1,1,1,1,1,1,1
15,1,1,1,1,1,1,1,1,1,1,1,1,1

--- Digit 7: B1 (Holes) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,335,205,117,33,2,1,0,0,0,0,0,0,0
4,663,190,2,0,0,0,0,0,0,0,0,0,0
5,813,46,0,0,0,0,0,0,0,0,0,0,0
6,884,4,0,0,0,0,0,0,0,0,0,0,0
7,827,3,0,0,0,0,0,0,0,0,0,0,0
8,764,0,0,0,0,0,0,0,0,0,0,0,0
9,619,0,0,0,0,0,0,0,0,0,0,0,0
10,446,0,0,0,0,0,0,0,0,0,0,0,0
11,329,0,0,0,0,0,0,0,0,0,0,0,0
12,245,0,0,0,0,0,0,0,0,0,0,0,0
13,183,0,0,0,0,0,0,0,0,0,0,0,0
14,136,0,0,0,0,0,0,0,0,0,0,0,0
15,101,0,0,0,0,0,0,0,0,0,0,0,0

########################################

=== DIGIT 8 ANALYSIS ===
--- Digit 8: B0 (Components) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,1,1,1,1,1,1,1,1,1,1,1,1,1
4,1,1,1,1,1,1,1,1,1,1,1,1,1
5,1,1,1,1,1,1,1,1,1,1,1,1,1
6,1,1,1,1,1,1,1,1,1,1,1,1,1
7,1,1,1,1,1,1,1,1,1,1,1,1,1
8,1,1,1,1,1,1,1,1,1,1,1,1,1
9,1,1,1,1,1,1,1,1,1,1,1,1,1
10,1,1,1,1,1,1,1,1,1,1,1,1,1
11,1,1,1,1,1,1,1,1,1,1,1,1,1
12,1,1,1,1,1,1,1,1,1,1,1,1,1
13,1,1,1,1,1,1,1,1,1,1,1,1,1
14,1,1,1,1,1,1,1,1,1,1,1,1,1
15,1,1,1,1,1,1,1,1,1,1,1,1,1

--- Digit 8: B1 (Holes) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,402,273,141,16,1,0,0,0,0,0,0,0,0
4,807,266,3,0,0,0,0,0,0,0,0,0,0
5,1074,43,0,0,0,0,0,0,0,0,0,0,0
6,1210,1,0,0,0,0,0,0,0,0,0,0,0
7,1203,0,0,0,0,0,0,0,0,0,0,0,0
8,1165,0,0,0,0,0,0,0,0,0,0,0,0
9,1040,0,0,0,0,0,0,0,0,0,0,0,0
10,854,0,0,0,0,0,0,0,0,0,0,0,0
11,666,0,0,0,0,0,0,0,0,0,0,0,0
12,511,0,0,0,0,0,0,0,0,0,0,0,0
13,397,0,0,0,0,0,0,0,0,0,0,0,0
14,325,0,0,0,0,0,0,0,0,0,0,0,0
15,250,0,0,0,0,0,0,0,0,0,0,0,0

########################################

=== DIGIT 9 ANALYSIS ===
--- Digit 9: B0 (Components) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,2,2,2,2,2,2,2,2,2,2,2,2,2
4,1,1,1,1,1,1,1,1,1,1,1,1,1
5,1,1,1,1,1,1,1,1,1,1,1,1,1
6,1,1,1,1,1,1,1,1,1,1,1,1,1
7,1,1,1,1,1,1,1,1,1,1,1,1,1
8,1,1,1,1,1,1,1,1,1,1,1,1,1
9,1,1,1,1,1,1,1,1,1,1,1,1,1
10,1,1,1,1,1,1,1,1,1,1,1,1,1
11,1,1,1,1,1,1,1,1,1,1,1,1,1
12,1,1,1,1,1,1,1,1,1,1,1,1,1
13,1,1,1,1,1,1,1,1,1,1,1,1,1
14,1,1,1,1,1,1,1,1,1,1,1,1,1
15,1,1,1,1,1,1,1,1,1,1,1,1,1

--- Digit 9: B1 (Holes) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,365,248,137,23,2,1,0,0,0,0,0,0,0
4,723,234,3,1,0,0,0,0,0,0,0,0,0
5,916,32,0,0,0,0,0,0,0,0,0,0,0
6,989,4,0,0,0,0,0,0,0,0,0,0,0
7,960,3,0,0,0,0,0,0,0,0,0,0,0
8,853,0,0,0,0,0,0,0,0,0,0,0,0
9,699,0,0,0,0,0,0,0,0,0,0,0,0
10,560,0,0,0,0,0,0,0,0,0,0,0,0
11,426,0,0,0,0,0,0,0,0,0,0,0,0
12,293,0,0,0,0,0,0,0,0,0,0,0,0
13,206,0,0,0,0,0,0,0,0,0,0,0,0
14,151,0,0,0,0,0,0,0,0,0,0,0,0
15,117,0,0,0,0,0,0,0,0,0,0,0,0

########################################

